<WeldAnalyseData xmlns:i="http:www.w3.org/2001/XMLSchema-instance">
<WeldParameter>
<TimeStamp>DT#2023-12-06-10:13:31</TimeStamp>
<Generator>SG-22-10000</Generator>
<GenFreq>20</GenFreq>
<MaxForce>8000</MaxForce>
<MaxPower>10000</MaxPower>
<RunupPressure>1.5</RunupPressure>
<RunupDist>10</RunupDist>
<RunPress>0.8</RunPress>
<ShakeDelay>0.03</ShakeDelay>
<ShakeTime>0.3</ShakeTime>
<RunBackPress1>6</RunBackPress1>
<RunBackPress2>2</RunBackPress2>
<RunBackDist>1</RunBackDist>
<TrigValue>500</TrigValue>
<TrigModeUnit>W</TrigModeUnit>
<WeldModeUnit>Ws</WeldModeUnit>
<PressNr>0</PressNr>
<MaxLoss>1500</MaxLoss>
</WeldParameter>
<WeldSets>
<WeldSet>
<PressRiseTime>0</PressRiseTime>
<RunPressure>1</RunPressure>
<Amplitude>86</Amplitude>
<WeldMode>3270</WeldMode>
</WeldSet>
</WeldSets>
<WeldValue>
<WeldNr>2463</WeldNr>
<RecipeName>RickStyle</RecipeName>
<WeldTime>1835</WeldTime>
<DistDiff>3.64</DistDiff>
<DistAbs>78.35</DistAbs>
<Energy>3270.81</Energy>
<MaxPower>2011.63</MaxPower>
<CycleTime>6130</CycleTime>
<TrigForce>500.748</TrigForce>
<TrigDist>74.71</TrigDist>
<RunSpeed>68.4157</RunSpeed>
<MaxForce>599.384</MaxForce>
<LossPower>254.982</LossPower>
</WeldValue>
</WeldAnalyseData>
#CSV-START#
ms;Power[W];Force[N];Distance[mm]
1;0;0;0
2;0;500.748;0
3;0;502.701;0
4;0;500.748;0
5;0;504.654;0.0100021
6;0;502.701;0.0100021
7;0;500.748;0.0100021
8;0;494.644;0.0100021
9;0;469.008;0.0200043
10;0;453.383;0.0299988
11;19.0741;437.513;0.0400009
12;36.1644;433.607;0.0599976
13;51.1185;417.737;0.0800018
14;78.28;413.831;0.0999985
15;112.766;397.961;0.120003
16;154.881;413.831;0.139999
17;189.367;396.008;0.160004
18;214.087;386.242;0.18
19;243.69;399.915;0.200005
20;270.852;388.195;0.220001
21;298.013;392.102;0.239998
22;325.175;382.092;0.260002
23;354.778;392.102;0.279999
24;379.498;390.149;0.300003
25;404.218;401.868;0.309998
26;438.704;376.232;0.330002
27;468.307;390.149;0.349998
28;493.027;397.961;0.370003
29;515.305;386.242;0.389999
30;527.512;396.008;0.400002
31;534.837;396.008;0.419998
32;542.467;405.774;0.43
33;554.674;397.961;0.450005
34;564.745;397.961;0.459999
35;572.069;390.149;0.480003
36;572.069;415.784;0.489998
37;569.628;397.961;0.510002
38;564.745;388.195;0.520004
39;572.069;415.784;0.540001
40;586.718;399.915;0.550003
41;591.906;401.868;0.57
42;596.789;394.055;0.580002
43;594.348;407.971;0.599998
44;589.16;405.774;0.610001
45;591.906;421.644;0.620003
46;606.555;394.055;0.639999
47;613.88;409.925;0.650002
48;616.321;419.691;0.660004
49;613.88;396.008;0.669998
50;606.555;411.878;0.68
51;596.789;411.878;0.700005
52;586.718;421.644;0.709999
53;589.16;409.925;0.720001
54;586.718;413.831;0.730003
55;589.16;401.868;0.739998
56;586.718;429.456;0.760002
57;579.394;417.737;0.770004
58;574.511;409.925;0.779999
59;581.835;431.654;0.790001
60;591.906;417.737;0.809998
61;599.231;421.644;0.82
62;599.231;411.878;0.830002
63;599.231;423.597;0.840004
64;594.348;423.597;0.849998
65;599.231;435.56;0.870003
66;613.88;411.878;0.879997
67;628.834;423.597;0.889999
68;633.717;433.607;0.900002
69;636.158;415.784;0.919998
70;636.158;427.503;0.93
71;633.717;421.644;0.940002
72;631.275;435.56;0.950005
73;636.158;423.597;0.970001
74;643.483;427.503;0.980003
75;648.671;417.737;0.989998
76;651.112;445.326;1
77;646.229;433.607;1.01
78;643.483;423.597;1.03
79;653.554;445.326;1.04
80;668.203;433.607;1.05
81;680.715;433.607;1.07
82;685.598;425.55;1.08
83;690.481;443.373;1.09
84;692.923;435.56;1.11
85;695.364;453.383;1.12
86;715.201;421.644;1.13
87;735.038;433.607;1.15
88;744.804;449.232;1.16
89;747.246;425.55;1.17
90;744.804;435.56;1.19
91;739.921;435.56;1.2
92;735.038;445.326;1.21
