T,P,F,D,Experiment_ID,Kategorie,Z
1,0.0,0.0,0.0,2972,Sontrodeneinsätze gewechselt,2661.98974609375
2,0.0,500.748,0.0,2972,Sontrodeneinsätze gewechselt,2661.98974609375
3,0.0,498.795,0.0,2972,Sontrodeneinsätze gewechselt,2661.98974609375
4,0.0,500.748,0.0,2972,Sontrodeneinsätze gewechselt,2661.98974609375
5,0.0,500.748,0.0,2972,Sontrodeneinsätze gewechselt,2661.98974609375
6,0.0,502.701,0.0,2972,Sontrodeneinsätze gewechselt,2661.98974609375
7,0.0,498.795,0.0,2972,Sontrodeneinsätze gewechselt,2661.98974609375
8,0.0,470.962,0.0,2972,Sontrodeneinsätze gewechselt,2661.98974609375
9,0.0,425.55,0.0199966,2972,Sontrodeneinsätze gewechselt,2661.98974609375
10,0.0,407.971,0.0400009,2972,Sontrodeneinsätze gewechselt,2661.98974609375
11,0.0,374.279,0.0699997,2972,Sontrodeneinsätze gewechselt,2661.98974609375
12,33.9518,348.643,0.0999985,2972,Sontrodeneinsätze gewechselt,2661.98974609375
13,98.0407,338.633,0.139999,2972,Sontrodeneinsätze gewechselt,2661.98974609375
14,172.201,321.055,0.18,2972,Sontrodeneinsätze gewechselt,2661.98974609375
15,243.614,293.222,0.220001,2972,Sontrodeneinsätze gewechselt,2661.98974609375
16,310.45,309.091,0.259995,2972,Sontrodeneinsätze gewechselt,2661.98974609375
17,372.097,285.409,0.309998,2972,Sontrodeneinsätze gewechselt,2661.98974609375
18,433.744,283.456,0.360001,2972,Sontrodeneinsätze gewechselt,2661.98974609375
19,492.95,279.55,0.409996,2972,Sontrodeneinsätze gewechselt,2661.98974609375
20,557.344,295.419,0.449997,2972,Sontrodeneinsätze gewechselt,2661.98974609375
21,614.109,301.279,0.489998,2972,Sontrodeneinsätze gewechselt,2661.98974609375
22,685.522,305.185,0.529999,2972,Sontrodeneinsätze gewechselt,2661.98974609375
23,774.636,297.372,0.559998,2972,Sontrodeneinsätze gewechselt,2661.98974609375
24,851.237,321.055,0.589996,2972,Sontrodeneinsätze gewechselt,2661.98974609375
25,920.209,328.867,0.610001,2972,Sontrodeneinsätze gewechselt,2661.98974609375
26,979.415,309.091,0.639999,2972,Sontrodeneinsätze gewechselt,2661.98974609375
27,1021.53,340.831,0.659996,2972,Sontrodeneinsätze gewechselt,2661.98974609375
28,1053.58,356.456,0.669998,2972,Sontrodeneinsätze gewechselt,2661.98974609375
29,1105.46,372.326,0.68,2972,Sontrodeneinsätze gewechselt,2661.98974609375
30,1157.34,372.326,0.689995,2972,Sontrodeneinsätze gewechselt,2661.98974609375
31,1196.71,370.373,0.699997,2972,Sontrodeneinsätze gewechselt,2661.98974609375
32,1236.38,366.466,0.699997,2972,Sontrodeneinsätze gewechselt,2661.98974609375
33,1251.03,417.737,0.709999,2972,Sontrodeneinsätze gewechselt,2661.98974609375
34,1253.47,399.915,0.709999,2972,Sontrodeneinsätze gewechselt,2661.98974609375
35,1270.87,374.279,0.720001,2972,Sontrodeneinsätze gewechselt,2661.98974609375
36,1322.75,439.467,0.720001,2972,Sontrodeneinsätze gewechselt,2661.98974609375
37,1367.0,409.925,0.729996,2972,Sontrodeneinsätze gewechselt,2661.98974609375
38,1401.79,413.831,0.729996,2972,Sontrodeneinsätze gewechselt,2661.98974609375
39,1433.84,403.821,0.739998,2972,Sontrodeneinsätze gewechselt,2661.98974609375
40,1448.48,423.597,0.75,2972,Sontrodeneinsätze gewechselt,2661.98974609375
41,1453.67,421.644,0.75,2972,Sontrodeneinsätze gewechselt,2661.98974609375
42,1493.04,439.467,0.75,2972,Sontrodeneinsätze gewechselt,2661.98974609375
43,1552.25,399.915,0.759995,2972,Sontrodeneinsätze gewechselt,2661.98974609375
44,1596.8,425.55,0.759995,2972,Sontrodeneinsätze gewechselt,2661.98974609375
45,1626.41,447.279,0.769997,2972,Sontrodeneinsätze gewechselt,2661.98974609375
46,1643.8,390.149,0.779999,2972,Sontrodeneinsätze gewechselt,2661.98974609375
47,1638.61,425.55,0.779999,2972,Sontrodeneinsätze gewechselt,2661.98974609375
48,1633.73,427.503,0.790001,2972,Sontrodeneinsätze gewechselt,2661.98974609375
49,1665.78,439.467,0.790001,2972,Sontrodeneinsätze gewechselt,2661.98974609375
50,1710.33,421.644,0.799995,2972,Sontrodeneinsätze gewechselt,2661.98974609375
