T,P,F,D,Experiment_ID,Kategorie,Z
1,0.0,0.0,0.0,1735,Gutschweißung,2870.0
2,0.0,506.607,0.0,1735,Gutschweißung,2870.0
3,0.0,504.654,0.0,1735,Gutschweißung,2870.0
4,0.0,504.654,0.0,1735,Gutschweißung,2870.0
5,0.0,502.701,0.0,1735,Gutschweißung,2870.0
6,0.0,502.701,0.0,1735,Gutschweißung,2870.0
7,0.0,504.654,0.0,1735,Gutschweißung,2870.0
8,0.0,470.962,0.0,1735,Gutschweißung,2870.0
9,0.0,429.456,0.0200043,1735,Gutschweißung,2870.0
10,61.1324,413.831,0.0400009,1735,Gutschweißung,2870.0
11,98.0598,384.045,0.0699997,1735,Gutschweißung,2870.0
12,134.987,378.185,0.110001,1735,Gutschweißung,2870.0
13,189.31,354.503,0.139999,1735,Gutschweißung,2870.0
14,268.353,354.503,0.18,1735,Gutschweißung,2870.0
15,342.513,334.727,0.220001,1735,Gutschweißung,2870.0
16,401.719,334.727,0.270004,1735,Gutschweißung,2870.0
17,451.159,323.008,0.32,1735,Gutschweißung,2870.0
18,507.923,332.774,0.360001,1735,Gutschweißung,2870.0
19,574.454,301.279,0.400002,1735,Gutschweißung,2870.0
20,636.406,317.148,0.450005,1735,Gutschweißung,2870.0
21,693.171,326.914,0.490005,1735,Gutschweißung,2870.0
22,749.935,311.045,0.520004,1735,Gutschweißung,2870.0
23,791.745,328.867,0.550003,1735,Gutschweißung,2870.0
24,841.185,330.821,0.580002,1735,Gutschweißung,2870.0
25,900.391,348.643,0.610001,1735,Gutschweißung,2870.0
26,962.344,338.633,0.630005,1735,Gutschweißung,2870.0
27,1016.67,354.503,0.650002,1735,Gutschweißung,2870.0
28,1063.36,352.55,0.660004,1735,Gutschweißung,2870.0
29,1098.15,392.102,0.68,1735,Gutschweißung,2870.0
30,1117.68,388.195,0.690002,1735,Gutschweißung,2870.0
31,1144.84,388.195,0.700005,1735,Gutschweißung,2870.0
32,1199.17,413.831,0.700005,1735,Gutschweißung,2870.0
33,1238.84,405.774,0.709999,1735,Gutschweißung,2870.0
34,1268.44,403.821,0.709999,1735,Gutschweißung,2870.0
35,1295.61,407.971,0.720001,1735,Gutschweißung,2870.0
36,1310.25,417.737,0.720001,1735,Gutschweißung,2870.0
37,1320.33,423.597,0.730003,1735,Gutschweißung,2870.0
38,1359.69,431.654,0.730003,1735,Gutschweißung,2870.0
39,1406.69,407.971,0.740005,1735,Gutschweißung,2870.0
40,1441.18,427.503,0.75,1735,Gutschweißung,2870.0
41,1468.34,429.456,0.75,1735,Gutschweißung,2870.0
42,1483.29,415.784,0.760002,1735,Gutschweißung,2870.0
43,1483.29,429.456,0.760002,1735,Gutschweißung,2870.0
44,1483.29,437.513,0.770004,1735,Gutschweißung,2870.0
45,1512.9,437.513,0.779999,1735,Gutschweißung,2870.0
46,1544.94,427.503,0.779999,1735,Gutschweißung,2870.0
47,1564.78,421.644,0.790001,1735,Gutschweißung,2870.0
48,1581.87,425.55,0.800003,1735,Gutschweißung,2870.0
49,1581.87,447.279,0.800003,1735,Gutschweißung,2870.0
50,1572.1,431.654,0.810005,1735,Gutschweißung,2870.0
51,1581.87,433.607,0.82,1735,Gutschweißung,2870.0
52,1631.31,449.232,0.830002,1735,Gutschweißung,2870.0
53,1663.35,437.513,0.840004,1735,Gutschweißung,2870.0
54,1685.63,423.597,0.849998,1735,Gutschweißung,2870.0
55,1705.47,439.467,0.860001,1735,Gutschweißung,2870.0
56,1710.35,445.326,0.870003,1735,Gutschweißung,2870.0
57,1705.47,463.149,0.870003,1735,Gutschweißung,2870.0
58,1742.4,451.186,0.880005,1735,Gutschweißung,2870.0
59,1791.84,435.56,0.889999,1735,Gutschweißung,2870.0
60,1823.88,461.196,0.900002,1735,Gutschweißung,2870.0
61,1851.04,451.186,0.910004,1735,Gutschweißung,2870.0
62,1858.67,447.279,0.910004,1735,Gutschweißung,2870.0
63,1843.72,457.289,0.920006,1735,Gutschweißung,2870.0
64,1833.95,472.915,0.93,1735,Gutschweißung,2870.0
65,1858.67,463.149,0.93,1735,Gutschweißung,2870.0
66,1888.28,457.289,0.940002,1735,Gutschweißung,2870.0
67,1905.37,443.373,0.950005,1735,Gutschweißung,2870.0
68,1913.0,469.008,0.950005,1735,Gutschweißung,2870.0
69,1898.04,479.019,0.959999,1735,Gutschweißung,2870.0
70,1868.44,465.102,0.959999,1735,Gutschweißung,2870.0
