T,P,F,D,Experiment_ID,Kategorie,Z
1,0.0,0.0,0.0,1598,Gutschweißung,2850.0
2,0.0,500.748,0.0,1598,Gutschweißung,2850.0
3,0.0,502.701,0.0,1598,Gutschweißung,2850.0
4,0.0,502.701,0.0,1598,Gutschweißung,2850.0
5,0.0,504.654,0.0,1598,Gutschweißung,2850.0
6,0.0,502.701,0.0,1598,Gutschweißung,2850.0
7,0.0,502.701,0.0,1598,Gutschweißung,2850.0
8,0.0,479.019,0.0,1598,Gutschweißung,2850.0
9,0.0,425.55,0.0100021,1598,Gutschweißung,2850.0
10,60.7318,411.878,0.0400009,1598,Gutschweißung,2850.0
11,105.289,388.195,0.0699997,1598,Gutschweißung,2850.0
12,149.846,362.56,0.110001,1598,Gutschweißung,2850.0
13,209.052,344.737,0.150002,1598,Gutschweißung,2850.0
14,288.095,340.831,0.200005,1598,Gutschweißung,2850.0
15,367.138,314.951,0.25,1598,Gutschweißung,2850.0
16,431.227,314.951,0.290001,1598,Gutschweißung,2850.0
17,485.549,305.185,0.340004,1598,Gutschweißung,2850.0
18,549.638,317.148,0.380005,1598,Gutschweißung,2850.0
19,616.474,307.138,0.420006,1598,Gutschweißung,2850.0
20,683.004,319.102,0.450005,1598,Gutschweißung,2850.0
21,744.652,309.091,0.490005,1598,Gutschweißung,2850.0
22,806.604,346.69,0.510002,1598,Gutschweißung,2850.0
23,863.369,338.633,0.540001,1598,Gutschweißung,2850.0
24,917.692,342.784,0.560005,1598,Gutschweißung,2850.0
25,994.293,370.373,0.57,1598,Gutschweißung,2850.0
26,1060.82,366.466,0.590004,1598,Gutschweißung,2850.0
27,1117.59,372.326,0.600006,1598,Gutschweißung,2850.0
28,1176.79,380.139,0.610001,1598,Gutschweißung,2850.0
29,1223.79,396.008,0.610001,1598,Gutschweißung,2850.0
30,1250.95,405.774,0.620003,1598,Gutschweißung,2850.0
31,1287.88,421.644,0.620003,1598,Gutschweißung,2850.0
32,1352.28,397.961,0.630005,1598,Gutschweißung,2850.0
33,1396.53,419.691,0.630005,1598,Gutschweißung,2850.0
34,1433.76,423.597,0.630005,1598,Gutschweißung,2850.0
35,1465.8,409.925,0.630005,1598,Gutschweißung,2850.0
36,1475.57,419.691,0.640007,1598,Gutschweißung,2850.0
37,1478.01,425.55,0.640007,1598,Gutschweißung,2850.0
38,1505.17,427.503,0.650002,1598,Gutschweißung,2850.0
39,1549.73,417.737,0.660004,1598,Gutschweißung,2850.0
40,1581.77,411.878,0.660004,1598,Gutschweißung,2850.0
41,1611.38,407.971,0.670006,1598,Gutschweißung,2850.0
42,1623.89,449.232,0.68,1598,Gutschweißung,2850.0
43,1619.01,427.503,0.68,1598,Gutschweißung,2850.0
44,1619.01,417.737,0.690002,1598,Gutschweißung,2850.0
45,1663.26,447.279,0.700005,1598,Gutschweißung,2850.0
46,1707.82,427.503,0.700005,1598,Gutschweißung,2850.0
47,1734.98,427.503,0.710007,1598,Gutschweißung,2850.0
48,1759.7,423.597,0.720001,1598,Gutschweißung,2850.0
49,1767.02,441.42,0.720001,1598,Gutschweißung,2850.0
50,1764.58,441.42,0.730003,1598,Gutschweißung,2850.0
51,1784.42,453.383,0.740005,1598,Gutschweißung,2850.0
52,1846.06,415.784,0.740005,1598,Gutschweißung,2850.0
53,1887.88,441.42,0.75,1598,Gutschweißung,2850.0
54,1920.22,447.279,0.760002,1598,Gutschweißung,2850.0
55,1937.31,425.55,0.770004,1598,Gutschweißung,2850.0
56,1932.43,447.279,0.770004,1598,Gutschweißung,2850.0
57,1915.04,453.383,0.780006,1598,Gutschweißung,2850.0
58,1929.99,457.289,0.790001,1598,Gutschweißung,2850.0
59,1969.36,443.373,0.790001,1598,Gutschweißung,2850.0
60,1998.96,443.373,0.800003,1598,Gutschweißung,2850.0
61,2011.47,445.326,0.800003,1598,Gutschweißung,2850.0
62,2006.59,479.019,0.810005,1598,Gutschweißung,2850.0
63,1979.43,457.289,0.810005,1598,Gutschweißung,2850.0
64,1957.15,459.243,0.82,1598,Gutschweißung,2850.0
65,1998.96,479.019,0.82,1598,Gutschweißung,2850.0
66,2038.64,467.055,0.830002,1598,Gutschweißung,2850.0
67,2058.47,455.336,0.830002,1598,Gutschweißung,2850.0
68,2065.8,467.055,0.840004,1598,Gutschweißung,2850.0
69,2058.47,477.065,0.840004,1598,Gutschweißung,2850.0
70,2031.31,484.878,0.850006,1598,Gutschweißung,2850.0
71,2041.08,482.925,0.850006,1598,Gutschweißung,2850.0
72,2095.4,455.336,0.860001,1598,Gutschweißung,2850.0
73,2132.33,486.831,0.860001,1598,Gutschweißung,2850.0
74,2149.72,479.019,0.870003,1598,Gutschweißung,2850.0
75,2152.17,470.962,0.870003,1598,Gutschweißung,2850.0
76,2129.89,479.019,0.870003,1598,Gutschweißung,2850.0
77,2102.73,494.644,0.880005,1598,Gutschweißung,2850.0
78,2105.17,496.597,0.880005,1598,Gutschweißung,2850.0
79,2139.96,461.196,0.890007,1598,Gutschweißung,2850.0
80,2154.61,482.925,0.890007,1598,Gutschweißung,2850.0
81,2157.05,463.149,0.900002,1598,Gutschweißung,2850.0
82,2137.52,516.373,0.900002,1598,Gutschweißung,2850.0
83,2097.84,490.738,0.910004,1598,Gutschweißung,2850.0
84,2070.68,475.112,0.910004,1598,Gutschweißung,2850.0
85,2107.61,512.467,0.920006,1598,Gutschweißung,2850.0
86,2137.52,490.738,0.920006,1598,Gutschweißung,2850.0
87,2157.05,492.691,0.93,1598,Gutschweißung,2850.0
88,2157.05,480.972,0.93,1598,Gutschweißung,2850.0
89,2142.4,510.514,0.93,1598,Gutschweißung,2850.0
90,2112.8,498.795,0.940002,1598,Gutschweißung,2850.0
91,2110.35,518.326,0.940002,1598,Gutschweißung,2850.0
92,2167.12,465.102,0.950005,1598,Gutschweißung,2850.0
93,2194.28,498.795,0.950005,1598,Gutschweißung,2850.0
94,2206.49,510.514,0.950005,1598,Gutschweißung,2850.0
95,2206.49,475.112,0.960007,1598,Gutschweißung,2850.0
96,2176.89,500.748,0.960007,1598,Gutschweißung,2850.0
