T,P,F,D,Experiment_ID,Kategorie,Z
1,0.0,0.0,0.0,2029,Öl auf Terminal,485.0
2,0.0,504.654,0.0,2029,Öl auf Terminal,485.0
3,0.0,502.701,0.0,2029,Öl auf Terminal,485.0
4,0.0,504.654,0.0,2029,Öl auf Terminal,485.0
5,0.0,504.654,0.0,2029,Öl auf Terminal,485.0
6,0.0,504.654,0.0,2029,Öl auf Terminal,485.0
7,0.0,504.654,0.0,2029,Öl auf Terminal,485.0
8,0.0,480.972,0.0,2029,Öl auf Terminal,485.0
9,0.0,429.456,0.00999451,2029,Öl auf Terminal,485.0
10,33.8755,421.644,0.0400009,2029,Öl auf Terminal,485.0
11,78.4326,382.092,0.0699997,2029,Öl auf Terminal,485.0
12,110.477,372.326,0.110001,2029,Öl auf Terminal,485.0
13,154.729,336.68,0.159996,2029,Öl auf Terminal,485.0
14,219.123,358.409,0.199997,2029,Öl auf Terminal,485.0
15,285.653,326.914,0.25,2029,Öl auf Terminal,485.0
16,347.606,317.148,0.299995,2029,Öl auf Terminal,485.0
17,404.37,332.774,0.349998,2029,Öl auf Terminal,485.0
18,463.576,324.961,0.389999,2029,Öl auf Terminal,485.0
19,522.782,328.867,0.43,2029,Öl auf Terminal,485.0
20,584.429,328.867,0.469994,2029,Öl auf Terminal,485.0
21,638.752,348.643,0.509995,2029,Öl auf Terminal,485.0
22,695.517,352.55,0.540001,2029,Öl auf Terminal,485.0
23,752.281,378.185,0.57,2029,Öl auf Terminal,485.0
24,833.766,348.643,0.589996,2029,Öl auf Terminal,485.0
25,915.25,378.185,0.610001,2029,Öl auf Terminal,485.0
26,984.527,399.915,0.629997,2029,Öl auf Terminal,485.0
27,1043.73,384.045,0.639999,2029,Öl auf Terminal,485.0
28,1090.73,405.774,0.649994,2029,Öl auf Terminal,485.0
29,1125.22,413.831,0.659996,2029,Öl auf Terminal,485.0
30,1159.7,435.56,0.659996,2029,Öl auf Terminal,485.0
31,1209.14,419.691,0.669998,2029,Öl auf Terminal,485.0
32,1248.82,431.654,0.669998,2029,Öl auf Terminal,485.0
33,1278.42,419.691,0.68,2029,Öl auf Terminal,485.0
34,1300.39,461.196,0.68,2029,Öl auf Terminal,485.0
35,1300.39,441.42,0.68,2029,Öl auf Terminal,485.0
36,1300.39,433.607,0.689995,2029,Öl auf Terminal,485.0
37,1327.56,461.196,0.689995,2029,Öl auf Terminal,485.0
38,1372.11,443.373,0.699997,2029,Öl auf Terminal,485.0
39,1399.27,439.467,0.699997,2029,Öl auf Terminal,485.0
40,1426.44,433.607,0.709999,2029,Öl auf Terminal,485.0
41,1446.27,459.243,0.709999,2029,Öl auf Terminal,485.0
42,1451.16,447.279,0.719994,2029,Öl auf Terminal,485.0
43,1473.43,469.008,0.719994,2029,Öl auf Terminal,485.0
44,1525.32,441.42,0.729996,2029,Öl auf Terminal,485.0
45,1562.24,443.373,0.729996,2029,Öl auf Terminal,485.0
46,1586.96,461.196,0.739998,2029,Öl auf Terminal,485.0
47,1606.8,441.42,0.739998,2029,Öl auf Terminal,485.0
48,1609.24,451.186,0.75,2029,Öl auf Terminal,485.0
49,1601.92,447.279,0.759995,2029,Öl auf Terminal,485.0
50,1623.89,467.055,0.769997,2029,Öl auf Terminal,485.0
51,1661.12,437.513,0.769997,2029,Öl auf Terminal,485.0
52,1685.84,453.383,0.779999,2029,Öl auf Terminal,485.0
53,1702.93,435.56,0.790001,2029,Öl auf Terminal,485.0
54,1705.37,475.112,0.790001,2029,Öl auf Terminal,485.0
55,1685.84,469.008,0.799995,2029,Öl auf Terminal,485.0
56,1680.65,449.232,0.809998,2029,Öl auf Terminal,485.0
57,1720.33,479.019,0.82,2029,Öl auf Terminal,485.0
58,1754.81,470.962,0.82,2029,Öl auf Terminal,485.0
59,1777.09,472.915,0.829994,2029,Öl auf Terminal,485.0
60,1794.49,457.289,0.839996,2029,Öl auf Terminal,485.0
61,1799.37,494.644,0.839996,2029,Öl auf Terminal,485.0
62,1789.3,477.065,0.849998,2029,Öl auf Terminal,485.0
63,1804.25,502.701,0.860001,2029,Öl auf Terminal,485.0
64,1861.02,469.008,0.860001,2029,Öl auf Terminal,485.0
65,1897.95,479.019,0.869995,2029,Öl auf Terminal,485.0
66,1922.67,500.748,0.869995,2029,Öl auf Terminal,485.0
67,1935.18,475.112,0.879997,2029,Öl auf Terminal,485.0
68,1920.22,486.831,0.879997,2029,Öl auf Terminal,485.0
69,1900.39,484.878,0.889999,2029,Öl auf Terminal,485.0
70,1912.9,506.607,0.889999,2029,Öl auf Terminal,485.0
71,1952.27,472.915,0.899994,2029,Öl auf Terminal,485.0
72,1969.66,490.738,0.899994,2029,Öl auf Terminal,485.0
73,1981.87,467.055,0.909996,2029,Öl auf Terminal,485.0
74,1969.66,516.373,0.909996,2029,Öl auf Terminal,485.0
75,1944.94,500.748,0.919998,2029,Öl auf Terminal,485.0
76,1927.55,484.878,0.919998,2029,Öl auf Terminal,485.0
77,1964.78,516.373,0.93,2029,Öl auf Terminal,485.0
78,1999.27,500.748,0.93,2029,Öl auf Terminal,485.0
79,2019.1,502.701,0.939995,2029,Öl auf Terminal,485.0
80,2028.87,488.784,0.939995,2029,Öl auf Terminal,485.0
