T,P,F,D,Experiment_ID,Kategorie,Z
1,0.0,0.0,0.0,1674,Gutschweißung,2760.0
2,0.0,506.607,0.0,1674,Gutschweißung,2760.0
3,0.0,504.654,0.00999451,1674,Gutschweißung,2760.0
4,0.0,506.607,0.00999451,1674,Gutschweißung,2760.0
5,0.0,508.56,0.00999451,1674,Gutschweißung,2760.0
6,0.0,506.607,0.00999451,1674,Gutschweißung,2760.0
7,0.0,504.654,0.00999451,1674,Gutschweißung,2760.0
8,0.0,470.962,0.00999451,1674,Gutschweißung,2760.0
9,0.0,437.513,0.0199966,1674,Gutschweißung,2760.0
10,50.1457,427.503,0.0399933,1674,Gutschweißung,2760.0
11,94.7028,392.102,0.0699997,1674,Gutschweißung,2760.0
12,139.26,388.195,0.110001,1674,Gutschweißung,2760.0
13,196.024,366.466,0.139999,1674,Gutschweißung,2760.0
14,275.067,360.363,0.169998,1674,Gutschweißung,2760.0
15,348.922,344.737,0.209999,1674,Gutschweißung,2760.0
16,415.757,354.503,0.239998,1674,Gutschweißung,2760.0
17,474.963,342.784,0.269997,1674,Gutschweißung,2760.0
18,534.169,360.363,0.309998,1674,Gutschweißung,2760.0
19,610.771,338.633,0.339996,1674,Gutschweißung,2760.0
20,687.372,352.55,0.360001,1674,Gutschweißung,2760.0
21,753.903,374.279,0.379997,1674,Gutschweißung,2760.0
22,823.18,364.513,0.399994,1674,Gutschweißung,2760.0
23,882.385,382.092,0.419998,1674,Gutschweißung,2760.0
24,936.708,386.242,0.43,1674,Gutschweißung,2760.0
25,991.031,409.925,0.439995,1674,Gutschweißung,2760.0
26,1057.56,392.102,0.439995,1674,Gutschweißung,2760.0
27,1111.88,411.878,0.449997,1674,Gutschweißung,2760.0
28,1158.88,401.868,0.449997,1674,Gutschweißung,2760.0
29,1198.56,445.326,0.459999,1674,Gutschweißung,2760.0
30,1220.53,433.607,0.459999,1674,Gutschweißung,2760.0
31,1237.93,423.597,0.459999,1674,Gutschweißung,2760.0
32,1284.92,453.383,0.469994,1674,Gutschweißung,2760.0
33,1329.18,443.373,0.469994,1674,Gutschweißung,2760.0
34,1361.53,447.279,0.469994,1674,Gutschweißung,2760.0
35,1396.01,429.456,0.479996,1674,Gutschweißung,2760.0
36,1418.29,459.243,0.479996,1674,Gutschweißung,2760.0
37,1430.5,443.373,0.489998,1674,Gutschweißung,2760.0
38,1467.43,469.008,0.489998,1674,Gutschweißung,2760.0
39,1534.26,427.503,0.5,1674,Gutschweißung,2760.0
40,1573.63,443.373,0.5,1674,Gutschweißung,2760.0
41,1610.86,461.196,0.509995,1674,Gutschweißung,2760.0
42,1638.02,433.607,0.519997,1674,Gutschweißung,2760.0
43,1640.47,449.232,0.519997,1674,Gutschweißung,2760.0
44,1638.02,449.232,0.519997,1674,Gutschweißung,2760.0
45,1660.3,463.149,0.529999,1674,Gutschweißung,2760.0
46,1699.67,437.513,0.539993,1674,Gutschweißung,2760.0
47,1721.95,455.336,0.539993,1674,Gutschweißung,2760.0
48,1741.79,433.607,0.549995,1674,Gutschweißung,2760.0
49,1744.23,484.878,0.549995,1674,Gutschweißung,2760.0
50,1726.83,463.149,0.559998,1674,Gutschweißung,2760.0
51,1724.39,445.326,0.559998,1674,Gutschweißung,2760.0
52,1768.95,477.065,0.57,1674,Gutschweißung,2760.0
53,1810.76,463.149,0.579994,1674,Gutschweißung,2760.0
54,1837.92,463.149,0.579994,1674,Gutschweißung,2760.0
55,1857.76,451.186,0.589996,1674,Gutschweißung,2760.0
56,1862.64,482.925,0.599998,1674,Gutschweißung,2760.0
57,1855.32,469.008,0.599998,1674,Gutschweißung,2760.0
58,1880.04,494.644,0.610001,1674,Gutschweißung,2760.0
59,1946.57,447.279,0.610001,1674,Gutschweißung,2760.0
60,1983.49,470.962,0.619995,1674,Gutschweißung,2760.0
61,2008.21,486.831,0.619995,1674,Gutschweißung,2760.0
62,2018.28,461.196,0.629997,1674,Gutschweißung,2760.0
63,2003.33,479.019,0.629997,1674,Gutschweißung,2760.0
64,1981.05,480.972,0.639999,1674,Gutschweißung,2760.0
65,1998.45,496.597,0.639999,1674,Gutschweißung,2760.0
66,2032.93,467.055,0.639999,1674,Gutschweißung,2760.0
67,2050.33,480.972,0.649994,1674,Gutschweißung,2760.0
68,2060.09,465.102,0.649994,1674,Gutschweißung,2760.0
69,2045.45,510.514,0.659996,1674,Gutschweißung,2760.0
70,2013.1,486.831,0.659996,1674,Gutschweißung,2760.0
71,1996.01,477.065,0.669998,1674,Gutschweißung,2760.0
72,2040.26,510.514,0.669998,1674,Gutschweißung,2760.0
73,2077.49,490.738,0.669998,1674,Gutschweißung,2760.0
74,2099.77,488.784,0.68,1674,Gutschweißung,2760.0
75,2107.09,480.972,0.68,1674,Gutschweißung,2760.0
76,2099.77,510.514,0.689995,1674,Gutschweißung,2760.0
77,2072.61,498.795,0.689995,1674,Gutschweißung,2760.0
78,2089.7,518.326,0.689995,1674,Gutschweißung,2760.0
79,2146.46,469.008,0.699997,1674,Gutschweißung,2760.0
80,2186.14,496.597,0.699997,1674,Gutschweißung,2760.0
81,2203.23,508.56,0.709999,1674,Gutschweißung,2760.0
82,2205.97,480.972,0.709999,1674,Gutschweißung,2760.0
83,2181.25,500.748,0.709999,1674,Gutschweißung,2760.0
84,2154.09,506.607,0.719994,1674,Gutschweißung,2760.0
85,2161.42,516.373,0.719994,1674,Gutschweißung,2760.0
86,2198.34,490.738,0.729996,1674,Gutschweißung,2760.0
87,2215.74,498.795,0.729996,1674,Gutschweißung,2760.0
88,2218.18,488.784,0.729996,1674,Gutschweißung,2760.0
89,2200.79,536.149,0.739998,1674,Gutschweißung,2760.0
