T,P,F,D,Experiment_ID,Kategorie,Z
1,0.0,0.0,0.0,2042,Öl auf Terminal,0.0
2,0.0,504.654,0.0,2042,Öl auf Terminal,0.0
3,0.0,506.607,0.0,2042,Öl auf Terminal,0.0
4,0.0,506.607,0.0,2042,Öl auf Terminal,0.0
5,0.0,504.654,0.0,2042,Öl auf Terminal,0.0
6,0.0,508.56,0.0,2042,Öl auf Terminal,0.0
7,0.0,506.607,0.0,2042,Öl auf Terminal,0.0
8,0.0,490.738,0.0100021,2042,Öl auf Terminal,0.0
9,0.0,437.513,0.0200043,2042,Öl auf Terminal,0.0
10,44.805,427.503,0.0400009,2042,Öl auf Terminal,0.0
11,89.362,396.008,0.0699997,2042,Öl auf Terminal,0.0
12,121.406,376.232,0.110001,2042,Öl auf Terminal,0.0
13,165.658,354.503,0.150002,2042,Öl auf Terminal,0.0
14,230.052,348.643,0.200005,2042,Öl auf Terminal,0.0
15,306.654,340.831,0.25,2042,Öl auf Terminal,0.0
16,370.743,309.091,0.300003,2042,Öl auf Terminal,0.0
17,425.066,309.091,0.360001,2042,Öl auf Terminal,0.0
18,479.389,314.951,0.410004,2042,Öl auf Terminal,0.0
19,538.594,303.232,0.460007,2042,Öl auf Terminal,0.0
20,597.8,317.148,0.5,2042,Öl auf Terminal,0.0
21,652.123,319.102,0.540001,2042,Öl auf Terminal,0.0
22,711.329,328.867,0.580002,2042,Öl auf Terminal,0.0
23,773.282,326.914,0.620003,2042,Öl auf Terminal,0.0
24,834.929,334.727,0.650002,2042,Öl auf Terminal,0.0
25,896.577,334.727,0.670006,2042,Öl auf Terminal,0.0
26,950.9,370.373,0.700005,2042,Öl auf Terminal,0.0
27,985.691,364.513,0.720001,2042,Öl auf Terminal,0.0
28,1027.5,368.419,0.740005,2042,Öl auf Terminal,0.0
29,1086.71,399.915,0.75,2042,Öl auf Terminal,0.0
30,1141.03,396.008,0.760002,2042,Öl auf Terminal,0.0
31,1185.59,399.915,0.770004,2042,Öl auf Terminal,0.0
32,1224.96,405.774,0.780006,2042,Öl auf Terminal,0.0
33,1252.12,421.644,0.780006,2042,Öl auf Terminal,0.0
34,1269.51,429.456,0.780006,2042,Öl auf Terminal,0.0
35,1299.12,435.56,0.790001,2042,Öl auf Terminal,0.0
36,1355.88,407.971,0.790001,2042,Öl auf Terminal,0.0
37,1392.81,433.607,0.800003,2042,Öl auf Terminal,0.0
38,1432.48,435.56,0.800003,2042,Öl auf Terminal,0.0
39,1462.08,419.691,0.800003,2042,Öl auf Terminal,0.0
40,1469.41,435.56,0.810005,2042,Öl auf Terminal,0.0
41,1471.85,443.373,0.82,2042,Öl auf Terminal,0.0
42,1496.57,445.326,0.82,2042,Öl auf Terminal,0.0
43,1541.13,431.654,0.830002,2042,Öl auf Terminal,0.0
44,1565.85,431.654,0.830002,2042,Öl auf Terminal,0.0
45,1588.13,431.654,0.840004,2042,Öl auf Terminal,0.0
46,1597.89,459.243,0.840004,2042,Öl auf Terminal,0.0
47,1582.94,439.467,0.850006,2042,Öl auf Terminal,0.0
48,1582.94,443.373,0.850006,2042,Öl auf Terminal,0.0
49,1627.49,459.243,0.860001,2042,Öl auf Terminal,0.0
50,1667.17,449.232,0.870003,2042,Öl auf Terminal,0.0
51,1699.21,441.42,0.870003,2042,Öl auf Terminal,0.0
52,1718.75,449.232,0.880005,2042,Öl auf Terminal,0.0
53,1723.93,459.243,0.890007,2042,Öl auf Terminal,0.0
54,1718.75,469.008,0.890007,2042,Öl auf Terminal,0.0
55,1741.02,469.008,0.900002,2042,Öl auf Terminal,0.0
56,1802.98,443.373,0.910004,2042,Öl auf Terminal,0.0
