T,P,F,D,Experiment_ID,Kategorie,Z
1,0.0,0.0,0.0,2533,Leitungsversatz/Schweißkurven,2627.212890625
2,0.0,500.748,0.0,2533,Leitungsversatz/Schweißkurven,2627.212890625
3,0.0,500.748,0.0,2533,Leitungsversatz/Schweißkurven,2627.212890625
4,0.0,500.748,0.0,2533,Leitungsversatz/Schweißkurven,2627.212890625
5,0.0,498.795,0.0,2533,Leitungsversatz/Schweißkurven,2627.212890625
6,0.0,500.748,0.0,2533,Leitungsversatz/Schweißkurven,2627.212890625
7,0.0,502.701,0.0,2533,Leitungsversatz/Schweißkurven,2627.212890625
8,0.0,492.691,0.0100021,2533,Leitungsversatz/Schweißkurven,2627.212890625
9,0.0,472.915,0.0100021,2533,Leitungsversatz/Schweißkurven,2627.212890625
10,0.0,467.055,0.0200043,2533,Leitungsversatz/Schweißkurven,2627.212890625
11,19.4556,441.42,0.0299988,2533,Leitungsversatz/Schweißkurven,2627.212890625
12,29.5267,439.467,0.0500031,2533,Leitungsversatz/Schweißkurven,2627.212890625
13,44.1756,437.513,0.0600052,2533,Leitungsversatz/Schweißkurven,2627.212890625
14,68.8955,421.644,0.0800018,2533,Leitungsversatz/Schweißkurven,2627.212890625
15,93.6155,425.55,0.090004,2533,Leitungsversatz/Schweißkurven,2627.212890625
16,123.218,417.737,0.110001,2533,Leitungsversatz/Schweißkurven,2627.212890625
17,147.938,417.737,0.120003,2533,Leitungsversatz/Schweißkurven,2627.212890625
18,175.1,409.925,0.139999,2533,Leitungsversatz/Schweißkurven,2627.212890625
19,194.937,409.925,0.160004,2533,Leitungsversatz/Schweißkurven,2627.212890625
20,214.774,401.868,0.18,2533,Leitungsversatz/Schweißkurven,2627.212890625
21,234.306,407.971,0.190002,2533,Leitungsversatz/Schweißkurven,2627.212890625
22,254.143,407.971,0.209999,2533,Leitungsversatz/Schweißkurven,2627.212890625
23,269.097,397.961,0.230003,2533,Leitungsversatz/Schweißkurven,2627.212890625
24,291.07,407.971,0.240005,2533,Leitungsversatz/Schweißkurven,2627.212890625
25,315.79,405.774,0.260002,2533,Leitungsversatz/Schweißkurven,2627.212890625
26,338.069,403.821,0.270004,2533,Leitungsversatz/Schweißkurven,2627.212890625
27,355.464,399.915,0.290001,2533,Leitungsversatz/Schweißkurven,2627.212890625
28,372.555,409.925,0.300003,2533,Leitungsversatz/Schweißkurven,2627.212890625
29,385.067,407.971,0.32,2533,Leitungsversatz/Schweißkurven,2627.212890625
30,392.392,415.784,0.330002,2533,Leitungsversatz/Schweißkurven,2627.212890625
31,409.787,409.925,0.349998,2533,Leitungsversatz/Schweißkurven,2627.212890625
32,426.878,407.971,0.360001,2533,Leitungsversatz/Schweißkurven,2627.212890625
33,434.507,421.644,0.370003,2533,Leitungsversatz/Schweißkurven,2627.212890625
34,439.39,405.774,0.389999,2533,Leitungsversatz/Schweißkurven,2627.212890625
35,441.832,407.971,0.400002,2533,Leitungsversatz/Schweißkurven,2627.212890625
36,436.949,409.925,0.419998,2533,Leitungsversatz/Schweißkurven,2627.212890625
37,434.507,411.878,0.43,2533,Leitungsversatz/Schweißkurven,2627.212890625
38,441.832,403.821,0.450005,2533,Leitungsversatz/Schweißkurven,2627.212890625
39,444.273,407.971,0.459999,2533,Leitungsversatz/Schweißkurven,2627.212890625
40,446.715,397.961,0.480003,2533,Leitungsversatz/Schweißkurven,2627.212890625
41,451.598,413.831,0.490005,2533,Leitungsversatz/Schweißkurven,2627.212890625
42,451.598,415.784,0.510002,2533,Leitungsversatz/Schweißkurven,2627.212890625
