T,P,F,D,Experiment_ID,Kategorie,Z
1,0.0,0.0,0.0,1593,Gutschweißung,2850.0
2,0.0,504.654,0.0,1593,Gutschweißung,2850.0
3,0.0,504.654,0.0,1593,Gutschweißung,2850.0
4,0.0,506.607,0.0,1593,Gutschweißung,2850.0
5,0.0,506.607,0.0,1593,Gutschweißung,2850.0
6,0.0,508.56,0.0,1593,Gutschweißung,2850.0
7,0.0,506.607,0.0,1593,Gutschweißung,2850.0
8,0.0,472.915,0.00999451,1593,Gutschweißung,2850.0
9,4.2726,429.456,0.0199966,1593,Gutschweißung,2850.0
10,73.5496,403.821,0.0399933,1593,Gutschweißung,2850.0
11,112.918,378.185,0.0799942,1593,Gutschweißung,2850.0
12,157.476,354.503,0.119995,1593,Gutschweißung,2850.0
13,226.753,338.633,0.169998,1593,Gutschweißung,2850.0
14,308.237,330.821,0.209999,1593,Gutschweißung,2850.0
15,384.533,309.091,0.259995,1593,Gutschweißung,2850.0
16,444.044,317.148,0.299995,1593,Gutschweißung,2850.0
17,495.621,301.279,0.349998,1593,Gutschweißung,2850.0
18,557.573,297.372,0.389999,1593,Gutschweißung,2850.0
19,631.428,307.138,0.439995,1593,Gutschweißung,2850.0
20,698.263,309.091,0.469994,1593,Gutschweißung,2850.0
21,764.794,307.138,0.509995,1593,Gutschweißung,2850.0
22,831.629,321.055,0.539993,1593,Gutschweißung,2850.0
23,898.16,332.774,0.559998,1593,Gutschweißung,2850.0
24,957.366,350.597,0.579994,1593,Gutschweißung,2850.0
25,1036.41,356.456,0.599998,1593,Gutschweißung,2850.0
26,1113.01,350.597,0.619995,1593,Gutschweißung,2850.0
27,1177.1,378.185,0.629997,1593,Gutschweißung,2850.0
28,1231.42,382.092,0.639999,1593,Gutschweißung,2850.0
29,1273.54,386.242,0.649994,1593,Gutschweißung,2850.0
30,1293.37,396.008,0.649994,1593,Gutschweißung,2850.0
31,1315.35,415.784,0.659996,1593,Gutschweißung,2850.0
32,1359.9,409.925,0.659996,1593,Gutschweißung,2850.0
33,1394.39,409.925,0.659996,1593,Gutschweißung,2850.0
34,1426.74,403.821,0.659996,1593,Gutschweißung,2850.0
35,1453.9,417.737,0.669998,1593,Gutschweißung,2850.0
36,1458.78,427.503,0.669998,1593,Gutschweißung,2850.0
37,1456.34,411.878,0.68,1593,Gutschweißung,2850.0
38,1485.95,425.55,0.68,1593,Gutschweißung,2850.0
39,1540.27,427.503,0.689995,1593,Gutschweißung,2850.0
40,1574.76,421.644,0.689995,1593,Gutschweißung,2850.0
