T,P,F,D,Experiment_ID,Kategorie,Z
1,0.0,0.0,0.0,1715,Gutschweißung,2880.0
2,0.0,500.748,0.00999451,1715,Gutschweißung,2880.0
3,0.0,500.748,0.00999451,1715,Gutschweißung,2880.0
4,0.0,504.654,0.00999451,1715,Gutschweißung,2880.0
5,0.0,502.701,0.00999451,1715,Gutschweißung,2880.0
6,0.0,504.654,0.00999451,1715,Gutschweißung,2880.0
7,0.0,504.654,0.00999451,1715,Gutschweißung,2880.0
8,0.0,480.972,0.00999451,1715,Gutschweißung,2880.0
9,0.0,431.654,0.0199966,1715,Gutschweißung,2880.0
10,64.8518,417.737,0.0499954,1715,Gutschweißung,2880.0
11,101.779,380.139,0.0799942,1715,Gutschweißung,2880.0
12,138.707,374.279,0.119995,1715,Gutschweißung,2880.0
13,193.03,342.784,0.169998,1715,Gutschweißung,2880.0
14,272.073,350.597,0.209999,1715,Gutschweißung,2880.0
15,343.791,334.727,0.25,1715,Gutschweißung,2880.0
16,410.321,346.69,0.289993,1715,Gutschweißung,2880.0
17,474.715,305.185,0.329994,1715,Gutschweißung,2880.0
18,541.246,326.914,0.360001,1715,Gutschweißung,2880.0
19,605.64,340.831,0.389999,1715,Gutschweißung,2880.0
20,669.729,321.055,0.419998,1715,Gutschweißung,2880.0
21,724.052,342.784,0.449997,1715,Gutschweißung,2880.0
22,773.492,350.597,0.469994,1715,Gutschweißung,2880.0
23,832.698,372.326,0.489998,1715,Gutschweißung,2880.0
24,899.228,360.363,0.509995,1715,Gutschweißung,2880.0
25,961.18,380.139,0.519997,1715,Gutschweißung,2880.0
26,1020.39,368.419,0.529999,1715,Gutschweißung,2880.0
27,1064.64,423.597,0.539993,1715,Gutschweißung,2880.0
28,1091.8,405.774,0.549995,1715,Gutschweißung,2880.0
29,1116.52,403.821,0.549995,1715,Gutschweißung,2880.0
30,1168.4,423.597,0.559998,1715,Gutschweißung,2880.0
31,1217.84,425.55,0.559998,1715,Gutschweißung,2880.0
32,1252.33,429.456,0.559998,1715,Gutschweißung,2880.0
33,1287.12,419.691,0.559998,1715,Gutschweißung,2880.0
34,1311.53,453.383,0.57,1715,Gutschweißung,2880.0
35,1326.49,437.513,0.57,1715,Gutschweißung,2880.0
36,1353.65,455.336,0.57,1715,Gutschweißung,2880.0
37,1405.53,431.654,0.579994,1715,Gutschweißung,2880.0
38,1452.53,431.654,0.579994,1715,Gutschweißung,2880.0
39,1489.46,451.186,0.589996,1715,Gutschweißung,2880.0
40,1521.5,429.456,0.599998,1715,Gutschweißung,2880.0
41,1534.01,437.513,0.599998,1715,Gutschweißung,2880.0
42,1534.01,439.467,0.610001,1715,Gutschweißung,2880.0
43,1553.54,457.289,0.610001,1715,Gutschweißung,2880.0
44,1595.66,423.597,0.619995,1715,Gutschweißung,2880.0
45,1625.26,443.373,0.619995,1715,Gutschweißung,2880.0
46,1645.1,423.597,0.629997,1715,Gutschweißung,2880.0
47,1654.87,461.196,0.629997,1715,Gutschweißung,2880.0
48,1645.1,453.383,0.639999,1715,Gutschweißung,2880.0
49,1637.47,433.607,0.639999,1715,Gutschweißung,2880.0
50,1677.14,465.102,0.649994,1715,Gutschweißung,2880.0
51,1721.7,451.186,0.659996,1715,Gutschweißung,2880.0
52,1748.86,455.336,0.659996,1715,Gutschweißung,2880.0
53,1773.28,439.467,0.669998,1715,Gutschweißung,2880.0
54,1780.91,472.915,0.68,1715,Gutschweißung,2880.0
55,1776.02,455.336,0.689995,1715,Gutschweißung,2880.0
56,1790.67,480.972,0.689995,1715,Gutschweißung,2880.0
57,1847.44,439.467,0.699997,1715,Gutschweißung,2880.0
58,1889.55,455.336,0.709999,1715,Gutschweißung,2880.0
59,1919.16,475.112,0.719994,1715,Gutschweißung,2880.0
60,1936.25,447.279,0.719994,1715,Gutschweißung,2880.0
61,1928.92,463.149,0.729996,1715,Gutschweißung,2880.0
62,1914.27,465.102,0.729996,1715,Gutschweißung,2880.0
63,1921.6,484.878,0.739998,1715,Gutschweißung,2880.0
64,1958.53,449.232,0.75,1715,Gutschweißung,2880.0
65,1983.25,469.008,0.75,1715,Gutschweißung,2880.0
66,2000.64,451.186,0.759995,1715,Gutschweißung,2880.0
67,1995.76,500.748,0.759995,1715,Gutschweißung,2880.0
68,1968.6,479.019,0.769997,1715,Gutschweißung,2880.0
69,1948.76,465.102,0.769997,1715,Gutschweißung,2880.0
70,1985.69,500.748,0.779999,1715,Gutschweißung,2880.0
71,2025.36,479.019,0.779999,1715,Gutschweißung,2880.0
72,2047.33,484.878,0.789993,1715,Gutschweißung,2880.0
73,2059.85,469.008,0.789993,1715,Gutschweißung,2880.0
74,2057.41,502.701,0.799995,1715,Gutschweißung,2880.0
75,2037.57,488.784,0.799995,1715,Gutschweißung,2880.0
76,2040.01,514.42,0.809998,1715,Gutschweißung,2880.0
77,2096.77,461.196,0.809998,1715,Gutschweißung,2880.0
78,2134.01,488.784,0.82,1715,Gutschweißung,2880.0
79,2155.98,504.654,0.82,1715,Gutschweißung,2880.0
80,2161.17,472.915,0.82,1715,Gutschweißung,2880.0
81,2138.89,494.644,0.829994,1715,Gutschweißung,2880.0
82,2109.29,496.597,0.829994,1715,Gutschweißung,2880.0
83,2111.73,512.467,0.839996,1715,Gutschweißung,2880.0
84,2146.21,482.925,0.839996,1715,Gutschweißung,2880.0
85,2166.05,496.597,0.839996,1715,Gutschweißung,2880.0
