T,P,F,D,Experiment_ID,Kategorie,Z
1,0.0,0.0,0.0,1746,Gutschweißung,2950.0
2,0.0,506.607,0.0,1746,Gutschweißung,2950.0
3,0.0,508.56,0.0,1746,Gutschweißung,2950.0
4,0.0,506.607,0.0,1746,Gutschweißung,2950.0
5,0.0,506.607,0.0,1746,Gutschweißung,2950.0
6,0.0,506.607,0.0,1746,Gutschweißung,2950.0
7,0.0,506.607,0.0,1746,Gutschweißung,2950.0
8,0.0,479.019,0.0,1746,Gutschweißung,2950.0
9,0.0,431.654,0.00999451,1746,Gutschweißung,2950.0
10,67.8465,421.644,0.0399933,1746,Gutschweißung,2950.0
11,109.657,382.092,0.0699997,1746,Gutschweißung,2950.0
12,154.214,374.279,0.109993,1746,Gutschweißung,2950.0
13,218.303,340.831,0.149994,1746,Gutschweißung,2950.0
14,297.346,358.409,0.199997,1746,Gutschweißung,2950.0
15,366.623,330.821,0.239998,1746,Gutschweißung,2950.0
16,418.504,314.951,0.279999,1746,Gutschweißung,2950.0
17,477.71,326.914,0.329994,1746,Gutschweißung,2950.0
18,541.799,314.951,0.369995,1746,Gutschweißung,2950.0
19,598.563,319.102,0.409996,1746,Gutschweißung,2950.0
20,660.516,311.045,0.449997,1746,Gutschweißung,2950.0
21,717.28,330.821,0.479996,1746,Gutschweißung,2950.0
22,771.603,330.821,0.509995,1746,Gutschweißung,2950.0
23,830.809,360.363,0.539993,1746,Gutschweißung,2950.0
24,914.735,328.867,0.559998,1746,Gutschweißung,2950.0
25,986.454,354.503,0.579994,1746,Gutschweißung,2950.0
26,1050.54,376.232,0.599998,1746,Gutschweißung,2950.0
27,1104.87,358.409,0.609993,1746,Gutschweißung,2950.0
28,1139.35,386.242,0.619995,1746,Gutschweißung,2950.0
29,1168.95,392.102,0.629997,1746,Gutschweißung,2950.0
30,1211.07,413.831,0.639999,1746,Gutschweißung,2950.0
31,1265.39,396.008,0.639999,1746,Gutschweißung,2950.0
32,1304.76,413.831,0.649994,1746,Gutschweißung,2950.0
33,1341.99,397.961,0.649994,1746,Gutschweißung,2950.0
34,1366.71,443.373,0.649994,1746,Gutschweißung,2950.0
35,1374.04,423.597,0.659996,1746,Gutschweißung,2950.0
36,1378.92,413.831,0.659996,1746,Gutschweißung,2950.0
37,1423.48,447.279,0.669998,1746,Gutschweißung,2950.0
38,1470.17,425.55,0.669998,1746,Gutschweißung,2950.0
39,1502.52,429.456,0.679993,1746,Gutschweißung,2950.0
40,1537.01,419.691,0.689995,1746,Gutschweißung,2950.0
41,1554.1,439.467,0.689995,1746,Gutschweißung,2950.0
42,1561.73,435.56,0.699997,1746,Gutschweißung,2950.0
43,1581.26,453.383,0.709999,1746,Gutschweißung,2950.0
44,1640.77,409.925,0.709999,1746,Gutschweißung,2950.0
45,1680.14,435.56,0.719994,1746,Gutschweißung,2950.0
46,1709.74,449.232,0.719994,1746,Gutschweißung,2950.0
47,1734.46,427.503,0.729996,1746,Gutschweißung,2950.0
48,1736.9,437.513,0.739998,1746,Gutschweißung,2950.0
49,1732.02,437.513,0.739998,1746,Gutschweißung,2950.0
50,1746.97,457.289,0.75,1746,Gutschweißung,2950.0
51,1788.79,423.597,0.759995,1746,Gutschweißung,2950.0
52,1818.39,443.373,0.769997,1746,Gutschweißung,2950.0
53,1838.23,419.691,0.769997,1746,Gutschweißung,2950.0
54,1843.11,469.008,0.779999,1746,Gutschweißung,2950.0
55,1828.15,455.336,0.789993,1746,Gutschweißung,2950.0
56,1813.51,437.513,0.799995,1746,Gutschweißung,2950.0
57,1858.06,469.008,0.799995,1746,Gutschweißung,2950.0
58,1899.87,461.196,0.809998,1746,Gutschweißung,2950.0
59,1927.03,463.149,0.82,1746,Gutschweißung,2950.0
60,1944.43,443.373,0.82,1746,Gutschweißung,2950.0
61,1944.43,482.925,0.829994,1746,Gutschweißung,2950.0
62,1931.92,469.008,0.839996,1746,Gutschweißung,2950.0
63,1939.55,496.597,0.839996,1746,Gutschweißung,2950.0
64,1991.12,451.186,0.849998,1746,Gutschweißung,2950.0
65,2025.91,469.008,0.849998,1746,Gutschweißung,2950.0
66,2050.63,490.738,0.859993,1746,Gutschweißung,2950.0
67,2060.4,461.196,0.859993,1746,Gutschweißung,2950.0
68,2043.0,479.019,0.869995,1746,Gutschweißung,2950.0
69,2015.84,475.112,0.869995,1746,Gutschweißung,2950.0
70,2021.03,496.597,0.879997,1746,Gutschweißung,2950.0
71,2055.52,461.196,0.879997,1746,Gutschweißung,2950.0
72,2070.17,482.925,0.889999,1746,Gutschweißung,2950.0
73,2077.8,461.196,0.889999,1746,Gutschweißung,2950.0
74,2067.72,514.42,0.889999,1746,Gutschweißung,2950.0
75,2033.24,492.691,0.899994,1746,Gutschweißung,2950.0
76,2010.96,477.065,0.899994,1746,Gutschweißung,2950.0
77,2045.45,512.467,0.909996,1746,Gutschweißung,2950.0
78,2080.24,492.691,0.909996,1746,Gutschweißung,2950.0
79,2094.89,492.691,0.919998,1746,Gutschweißung,2950.0
80,2104.96,482.925,0.919998,1746,Gutschweißung,2950.0
81,2090.0,516.373,0.929993,1746,Gutschweißung,2950.0
82,2067.72,500.748,0.929993,1746,Gutschweißung,2950.0
83,2067.72,524.43,0.929993,1746,Gutschweißung,2950.0
84,2119.61,472.915,0.939995,1746,Gutschweißung,2950.0
85,2146.77,500.748,0.939995,1746,Gutschweißung,2950.0
86,2159.28,516.373,0.949997,1746,Gutschweißung,2950.0
87,2161.72,484.878,0.949997,1746,Gutschweißung,2950.0
88,2137.0,506.607,0.949997,1746,Gutschweißung,2950.0
89,2104.96,510.514,0.959999,1746,Gutschweißung,2950.0
90,2107.4,520.524,0.959999,1746,Gutschweißung,2950.0
91,2137.0,492.691,0.969994,1746,Gutschweißung,2950.0
92,2149.21,504.654,0.969994,1746,Gutschweißung,2950.0
93,2154.09,488.784,0.969994,1746,Gutschweißung,2950.0
94,2137.0,542.009,0.979996,1746,Gutschweißung,2950.0
