<WeldAnalyseData xmlns:i="http:www.w3.org/2001/XMLSchema-instance">
<WeldParameter>
<TimeStamp>DT#2024-06-25-12:54:41</TimeStamp>
<UserName>operator</UserName>
<Generator>SG-22-10000</Generator>
<GenFreq>20</GenFreq>
<MaxForce>10000</MaxForce>
<MaxPower>10000</MaxPower>
<RunupPressure>2</RunupPressure>
<RunupDist>5</RunupDist>
<RunPress>0.7</RunPress>
<RunBackPress1>4</RunBackPress1>
<RunBackPress2>2</RunBackPress2>
<RunBackDist>5</RunBackDist>
<TrigValue>1000</TrigValue>
<TrigModeUnit>W</TrigModeUnit>
<WeldModeUnit>Ws</WeldModeUnit>
<PressNr>19.2326</PressNr>
<MaxLoss>300</MaxLoss>
</WeldParameter>
<WeldSets>
<WeldSet>
<PressRiseTime>0.1</PressRiseTime>
<RunPressure>2.2</RunPressure>
<Amplitude>85</Amplitude>
<WeldMode>6000</WeldMode>
</WeldSet>
<WeldSet>
<PressRiseTime>0.1</PressRiseTime>
<RunPressure>2.6</RunPressure>
<Amplitude>90</Amplitude>
<WeldMode>12000</WeldMode>
</WeldSet>
</WeldSets>
<WeldValue>
<WeldNr>261536</WeldNr>
<RecipeName>CCS2_CVS.CSV</RecipeName>
<WeldTime>3879</WeldTime>
<DistDiff>2.36</DistDiff>
<DistAbs>75.2</DistAbs>
<Energy>18003.4</Energy>
<MaxPower>6559</MaxPower>
<CycleTime>8790</CycleTime>
<TrigForce>1025.73</TrigForce>
<TrigDist>72.84</TrigDist>
<RunSpeed>57.9475</RunSpeed>
<MaxForce>3641</MaxForce>
<LossPower>12.8178</LossPower>
<ErrorNr>0</ErrorNr>
</WeldValue>
</WeldAnalyseData>
#CSV-START#
ms;Power[W];Force[N];Distance[mm]
1;0;0;0
2;125.74;1063;0.02
3;125.74;1070;0.03
4;125.74;1070;0.03
5;128.18;1075;0.03
6;128.18;1078;0.03
7;68.97;1080;0.04
8;77.82;1033;0.04
9;267.95;981;0.05
10;344.25;944;0.08
11;381.18;927;0.11
12;433.06;905;0.14
13;529.19;902;0.17
14;635.4;905;0.2
15;721.76;883;0.24
16;798.06;883;0.28
17;874.66;890;0.32
18;950.96;893;0.36
19;1030;900;0.4
20;1113.62;922;0.44
21;1199.99;947;0.47
22;1291.24;981;0.5
23;1392.56;977;0.53
24;1488.69;984;0.55
25;1575.06;1023;0.57
26;1648.92;1031;0.58
27;1703.24;1043;0.6
28;1740.17;1065;0.61
29;1796.93;1095;0.62
30;1868.34;1097;0.62
31;1922.67;1105;0.63
32;1969.36;1090;0.64
33;1989.2;1132;0.64
34;2004.15;1151;0.65
35;2001.71;1132;0.65
36;2018.8;1144;0.66
37;2063.36;1157;0.66
38;2095.4;1149;0.66
39;2119.82;1147;0.67
40;2125;1157;0.67
41;2110.05;1166;0.68
42;2095.4;1191;0.68
43;2122.26;1162;0.69
44;2164.37;1147;0.69
45;2189.09;1181;0.7
46;2203.74;1179;0.7
47;2203.74;1176;0.71
48;2183.9;1194;0.72
49;2196.42;1206;0.72
50;2245.86;1206;0.73
51;2290.11;1203;0.73
52;2312.39;1191;0.74
53;2324.59;1233;0.74
54;2314.83;1250;0.74
55;2294.99;1226;0.75
56;2317.27;1240;0.75
57;2356.64;1248;0.76
58;2383.8;1243;0.76
59;2398.75;1243;0.77
60;2391.13;1258;0.77
61;2361.52;1267;0.77
62;2341.99;1290;0.78
63;2369.15;1263;0.78
64;2401.2;1248;0.78
65;2420.73;1280;0.79
66;2423.17;1278;0.79
67;2406.08;1280;0.8
68;2381.36;1295;0.8
69;2393.57;1307;0.8
70;2447.89;1305;0.81
71;2487.26;1307;0.81
72;2509.54;1290;0.81
73;2504.65;1327;0.82
74;2482.38;1346;0.82
75;2467.73;1319;0.82
76;2490.01;1337;0.82
77;2529.37;1344;0.83
78;2554.09;1334;0.83
79;2563.86;1334;0.83
80;2541.58;1346;0.84
81;2522.05;1351;0.84
82;2492.45;1374;0.84
83;2509.54;1346;0.85
84;2546.46;1334;0.85
85;2568.74;1366;0.85
86;2573.63;1364;0.85
87;2558.98;1366;0.86
88;2526.93;1381;0.86
89;2526.93;1391;0.86
90;2573.63;1391;0.86
91;2620.62;1393;0.87
92;2642.9;1379;0.87
93;2647.79;1413;0.87
94;2625.51;1430;0.87
95;2593.46;1406;0.88
96;2608.11;1421;0.88
97;2650.23;1423;0.88
98;2682.27;1413;0.88
99;2692.04;1413;0.89
100;2679.83;1426;0.89
101;2635.27;1433;0.89
102;2608.11;1450;0.89
103;2635.27;1426;0.89
104;2672.2;1411;0.9
105;2692.04;1445;0.9
106;2696.92;1440;0.9
107;2674.95;1443;0.9
108;2632.83;1460;0.9
109;2645.34;1465;0.91
110;2696.92;1462;0.91
111;2736.59;1465;0.91
112;2758.57;1455;0.91
113;2756.13;1485;0.91
114;2726.52;1504;0.92
115;2696.92;1472;0.92
116;2719.2;1487;0.92
117;2761.01;1494;0.92
118;2788.17;1480;0.92
119;2798.24;1485;0.93
120;2775.96;1492;0.93
121;2726.52;1499;0.93
122;2706.99;1512;0.93
123;2739.04;1492;0.93
124;2775.96;1477;0.94
125;2790.61;1512;0.94
126;2793.05;1504;0.94
127;2766.2;1504;0.94
128;2726.52;1529;0.94
129;2746.36;1529;0.95
130;2790.61;1529;0.95
131;2832.73;1529;0.95
132;2854.7;1522;0.95
133;2854.7;1549;0.95
134;2825.4;1569;0.95
135;2793.05;1539;0.96
136;2815.33;1551;0.96
137;2857.45;1556;0.96
138;2881.86;1544;0.96
139;2896.82;1554;0.96
140;2876.98;1559;0.96
141;2827.85;1571;0.97
142;2805.57;1576;0.97
143;2835.17;1559;0.97
144;2872.1;1546;0.97
145;2891.93;1581;0.97
146;2896.82;1574;0.98
147;2869.66;1576;0.98
148;2827.85;1596;0.98
149;2849.82;1596;0.98
150;2904.14;1593;0.98
151;2938.63;1586;0.98
152;2960.91;1593;0.99
153;2956.02;1613;0.99
154;2921.54;1630;0.99
155;2896.82;1606;0.99
156;2911.47;1618;0.99
157;2953.58;1623;0.99
158;2983.18;1606;1
159;2997.83;1615;1
160;2990.51;1623;1
161;2941.07;1638;1
162;2901.7;1638;1
163;2931.3;1623;1
164;2970.67;1608;1.01
165;2995.39;1638;1.01
166;3002.72;1635;1.01
167;2983.18;1635;1.01
168;2938.63;1660;1.01
169;2943.51;1660;1.01
170;2995.39;1657;1.02
171;3037.2;1657;1.02
172;3061.92;1638;1.02
173;3069.55;1677;1.02
174;3039.95;1697;1.02
175;3002.72;1665;1.02
176;3024.99;1682;1.02
177;3066.81;1687;1.03
178;3093.97;1675;1.03
179;3111.36;1677;1.03
180;3096.41;1687;1.03
181;3042.39;1692;1.03
182;3015.23;1714;1.03
183;3049.71;1682;1.04
184;3086.64;1665;1.04
185;3108.92;1707;1.04
186;3118.69;1699;1.04
187;3086.64;1694;1.04
188;3047.27;1717;1.04
189;3066.81;1724;1.05
190;3123.57;1722;1.05
191;3160.5;1722;1.05
192;3185.22;1707;1.05
193;3190.1;1744;1.05
194;3150.73;1761;1.05
195;3123.57;1731;1.05
196;3155.61;1749;1.06
197;3195.29;1751;1.06
198;3219.7;1736;1.06
199;3234.66;1736;1.06
200;3209.94;1749;1.06
201;3150.73;1756;1.06
202;3138.52;1771;1.07
203;3160.5;1744;1.07
204;3200.17;1726;1.07
205;3222.45;1766;1.07
206;3239.54;1758;1.07
207;3217.26;1756;1.07
208;3168.13;1783;1.07
209;3170.57;1781;1.08
210;3224.89;1783;1.08
211;3266.7;1776;1.08
212;3293.86;1776;1.08
213;3303.63;1803;1.08
214;3271.58;1823;1.08
215;3229.77;1791;1.09
216;3254.49;1808;1.09
217;3293.86;1810;1.09
218;3321.02;1793;1.09
219;3345.74;1800;1.09
220;3328.35;1808;1.09
221;3269.14;1823;1.09
222;3239.54;1825;1.1
