<WeldAnalyseData xmlns:i="http:www.w3.org/2001/XMLSchema-instance">
<WeldParameter>
<TimeStamp>DT#2023-12-05-14:56:13</TimeStamp>
<Generator>SG-22-10000</Generator>
<GenFreq>20</GenFreq>
<MaxForce>8000</MaxForce>
<MaxPower>10000</MaxPower>
<RunupPressure>1.5</RunupPressure>
<RunupDist>10</RunupDist>
<RunPress>0.8</RunPress>
<ShakeDelay>0.03</ShakeDelay>
<ShakeTime>0.3</ShakeTime>
<RunBackPress1>6</RunBackPress1>
<RunBackPress2>2</RunBackPress2>
<RunBackDist>1</RunBackDist>
<TrigValue>500</TrigValue>
<TrigModeUnit>W</TrigModeUnit>
<WeldModeUnit>Ws</WeldModeUnit>
<PressNr>0</PressNr>
<MaxLoss>1500</MaxLoss>
</WeldParameter>
<WeldSets>
<WeldSet>
<PressRiseTime>0</PressRiseTime>
<RunPressure>1</RunPressure>
<Amplitude>86</Amplitude>
<WeldMode>3270</WeldMode>
</WeldSet>
</WeldSets>
<WeldValue>
<WeldNr>2428</WeldNr>
<RecipeName>RickStyle</RecipeName>
<WeldTime>1741</WeldTime>
<DistDiff>3.57</DistDiff>
<DistAbs>78.33</DistAbs>
<Energy>3271.51</Energy>
<MaxPower>2105.87</MaxPower>
<CycleTime>6040</CycleTime>
<TrigForce>504.654</TrigForce>
<TrigDist>74.76</TrigDist>
<RunSpeed>68.1495</RunSpeed>
<MaxForce>601.337</MaxForce>
<LossPower>249.546</LossPower>
</WeldValue>
</WeldAnalyseData>
#CSV-START#
ms;Power[W];Force[N];Distance[mm]
1;0;0;0
2;0;502.701;0
3;0;500.748;0
4;0;502.701;0
5;0;504.654;0
6;0;506.607;0
7;0;502.701;0
8;0;492.691;0.00999451
9;0;469.008;0.00999451
10;2.23166;457.289;0.0199966
11;26.9516;433.607;0.0400009
12;39.1591;429.456;0.0599976
13;58.9961;421.644;0.0799942
14;83.7161;421.644;0.0999985
15;118.202;409.925;0.119995
16;152.688;407.971;0.139999
17;187.479;399.915;0.159996
18;217.082;396.008;0.18
19;246.685;396.008;0.199997
20;271.405;392.102;0.209999
21;298.566;388.195;0.239998
22;323.286;397.961;0.25
23;340.377;392.102;0.269997
24;365.097;390.149;0.290001
25;392.258;396.008;0.309998
26;412.095;394.055;0.329994
27;431.627;388.195;0.349998
28;449.023;396.008;0.369995
29;461.535;397.961;0.389999
30;473.743;403.821;0.400002
31;493.58;401.868;0.419998
32;515.858;397.961;0.439995
33;530.507;407.971;0.449997
34;535.39;403.821;0.470001
35;537.832;399.915;0.479996
36;532.949;399.915;0.5
37;528.066;401.868;0.509995
38;528.066;397.961;0.529999
39;530.507;397.961;0.540001
40;528.066;392.102;0.559998
41;528.066;403.821;0.57
42;520.741;409.925;0.589996
43;513.112;399.915;0.599998
44;513.112;407.971;0.610001
45;523.183;409.925;0.629997
46;528.066;405.774;0.639999
47;530.507;405.774;0.650002
48;530.507;415.784;0.669998
49;532.949;411.878;0.68
50;532.949;421.644;0.689995
51;552.786;409.925;0.709999
52;564.993;405.774;0.720001
53;577.506;417.737;0.729996
54;584.83;403.821;0.75
55;584.83;405.774;0.759995
