<WeldAnalyseData xmlns:i="http:www.w3.org/2001/XMLSchema-instance">
<WeldParameter>
<TimeStamp>DT#2024-06-25-20:38:02</TimeStamp>
<UserName>operator</UserName>
<Generator>SG-22-10000</Generator>
<GenFreq>20</GenFreq>
<MaxForce>10000</MaxForce>
<MaxPower>10000</MaxPower>
<RunupPressure>2</RunupPressure>
<RunupDist>5</RunupDist>
<RunPress>0.7</RunPress>
<RunBackPress1>4</RunBackPress1>
<RunBackPress2>2</RunBackPress2>
<RunBackDist>5</RunBackDist>
<TrigValue>1000</TrigValue>
<TrigModeUnit>W</TrigModeUnit>
<WeldModeUnit>Ws</WeldModeUnit>
<PressNr>19.2326</PressNr>
<MaxLoss>300</MaxLoss>
</WeldParameter>
<WeldSets>
<WeldSet>
<PressRiseTime>0.1</PressRiseTime>
<RunPressure>2.2</RunPressure>
<Amplitude>85</Amplitude>
<WeldMode>6000</WeldMode>
</WeldSet>
<WeldSet>
<PressRiseTime>0.1</PressRiseTime>
<RunPressure>2.6</RunPressure>
<Amplitude>90</Amplitude>
<WeldMode>12000</WeldMode>
</WeldSet>
</WeldSets>
<WeldValue>
<WeldNr>261871</WeldNr>
<RecipeName>CCS2_CVS.CSV</RecipeName>
<WeldTime>3917</WeldTime>
<DistDiff>2.33</DistDiff>
<DistAbs>75.08</DistAbs>
<Energy>18003.4</Energy>
<MaxPower>6291</MaxPower>
<CycleTime>8750</CycleTime>
<TrigForce>1003.45</TrigForce>
<TrigDist>72.75</TrigDist>
<RunSpeed>57.6009</RunSpeed>
<MaxForce>3631</MaxForce>
<LossPower>14.8015</LossPower>
<ErrorNr>0</ErrorNr>
</WeldValue>
</WeldAnalyseData>
#CSV-START#
ms;Power[W];Force[N];Distance[mm]
1;0;0;0
2;126.19;1053;0.02
3;126.19;1050;0.03
4;126.19;1058;0.03
5;126.19;1063;0.03
6;126.19;1065;0.03
7;74.31;1063;0.03
8;110.63;1003;0.04
9;280.62;954;0.05
10;332.5;922;0.08
11;347.15;907;0.11
12;362.1;893;0.14
13;384.38;890;0.17
14;423.75;878;0.21
15;472.88;878;0.24
16;495.16;880;0.28
17;519.88;893;0.32
18;539.72;905;0.35
19;554.37;915;0.38
20;576.65;927;0.42
21;598.93;954;0.44
22;618.46;986;0.47
23;630.97;991;0.49
24;640.74;1016;0.51
25;655.39;1033;0.52
26;663.01;1053;0.53
27;667.9;1068;0.54
28;667.9;1085;0.55
29;658.13;1105;0.55
30;645.62;1119;0.55
31;633.41;1117;0.55
32;626.09;1117;0.56
33;620.9;1129;0.56
34;616.02;1132;0.56
35;608.69;1134;0.57
36;603.81;1142;0.57
37;598.93;1162;0.57
38;603.81;1166;0.57
39;608.69;1162;0.58
40;613.57;1162;0.58
41;613.57;1171;0.58
42;608.69;1184;0.58
43;608.69;1176;0.58
44;608.69;1184;0.59
45;616.02;1191;0.59
46;618.46;1191;0.59
47;620.9;1194;0.6
48;620.9;1198;0.6
49;618.46;1208;0.6
50;613.57;1221;0.61
51;608.69;1218;0.61
52;613.57;1216;0.61
53;616.02;1228;0.61
54;616.02;1228;0.62
55;618.46;1235;0.62
56;616.02;1245;0.62
57;626.09;1253;0.62
58;633.41;1255;0.63
59;640.74;1255;0.63
60;648.06;1260;0.63
61;648.06;1270;0.63
62;652.94;1285;0.63
63;650.5;1275;0.64
64;652.94;1285;0.64
65;660.57;1287;0.64
66;667.9;1290;0.64
67;670.34;1292;0.64
68;675.22;1297;0.65
69;670.34;1307;0.65
70;672.78;1312;0.65
71;665.46;1310;0.65
72;675.22;1305;0.65
73;680.1;1319;0.66
74;682.55;1319;0.66
75;687.73;1324;0.66
76;690.18;1334;0.66
77;699.94;1339;0.66
78;719.78;1342;0.67
79;741.75;1342;0.67
80;754.26;1339;0.67
81;768.91;1349;0.67
82;783.87;1361;0.67
83;796.08;1349;0.68
84;815.91;1361;0.68
85;840.63;1366;0.68
86;870.24;1361;0.68
87;894.65;1364;0.69
88;912.05;1366;0.69
89;929.14;1374;0.69
90;941.65;1388;0.7
91;961.18;1376;0.7
92;990.78;1371;0.7
93;1017.94;1383;0.7
94;1045.11;1386;0.71
95;1067.38;1381;0.71
96;1084.78;1393;0.71
97;1111.64;1406;0.72
98;1153.75;1403;0.72
99;1188.24;1403;0.72
100;1215.4;1388;0.73
101;1249.89;1413;0.73
102;1269.72;1421;0.73
103;1294.14;1415;0.74
104;1326.18;1421;0.74
105;1375.62;1430;0.74
106;1414.99;1430;0.75
107;1447.04;1418;0.75
108;1466.87;1426;0.75
109;1471.76;1433;0.76
110;1486.71;1455;0.76
111;1511.43;1433;0.77
112;1553.24;1428;0.77
113;1587.73;1445;0.78
114;1617.33;1440;0.78
115;1639.61;1440;0.79
116;1651.81;1447;0.79
117;1683.86;1465;0.79
118;1738.18;1462;0.8
119;1782.43;1455;0.8
120;1819.67;1438;0.81
121;1846.83;1477;0.81
122;1861.48;1485;0.81
123;1866.36;1472;0.82
124;1895.96;1482;0.82
125;1937.77;1492;0.82
126;1975.01;1492;0.83
127;1999.73;1485;0.83
128;2007.05;1494;0.84
129;1994.54;1502;0.84
130;1987.21;1534;0.84
131;2016.82;1494;0.85
132;2051.3;1494;0.85
133;2076.02;1514;0.85
134;2088.23;1512;0.86
135;2090.98;1507;0.86
136;2080.9;1517;0.86
137;2090.98;1534;0.87
138;2137.67;1529;0.87
139;2189.55;1524;0.88
140;2224.04;1497;0.88
141;2246.32;1544;0.88
142;2248.76;1554;0.89
143;2238.69;1539;0.89
144;2256.08;1549;0.89
145;2297.89;1556;0.9
146;2332.38;1556;0.9
147;2357.1;1546;0.9
148;2357.1;1559;0.91
149;2332.38;1569;0.91
150;2307.96;1606;0.91
151;2325.05;1563;0.92
152;2359.54;1563;0.92
153;2384.26;1581;0.92
154;2394.02;1574;0.93
155;2386.7;1574;0.93
156;2364.42;1583;0.93
157;2372.05;1598;0.94
158;2426.07;1598;0.94
159;2482.83;1591;0.94
160;2512.44;1561;0.94
161;2527.39;1615;0.95
162;2520.07;1618;0.95
163;2500.23;1606;0.95
