<WeldAnalyseData xmlns:i="http:www.w3.org/2001/XMLSchema-instance">
<WeldParameter>
<TimeStamp>DT#2024-06-26-08:19:08</TimeStamp>
<UserName>operator</UserName>
<Generator>SG-22-10000</Generator>
<GenFreq>20</GenFreq>
<MaxForce>10000</MaxForce>
<MaxPower>10000</MaxPower>
<RunupPressure>2</RunupPressure>
<RunupDist>5</RunupDist>
<RunPress>0.7</RunPress>
<RunBackPress1>4</RunBackPress1>
<RunBackPress2>2</RunBackPress2>
<RunBackDist>5</RunBackDist>
<TrigValue>1000</TrigValue>
<TrigModeUnit>W</TrigModeUnit>
<WeldModeUnit>Ws</WeldModeUnit>
<PressNr>19.2326</PressNr>
<MaxLoss>300</MaxLoss>
</WeldParameter>
<WeldSets>
<WeldSet>
<PressRiseTime>0.1</PressRiseTime>
<RunPressure>2.2</RunPressure>
<Amplitude>85</Amplitude>
<WeldMode>6000</WeldMode>
</WeldSet>
<WeldSet>
<PressRiseTime>0.1</PressRiseTime>
<RunPressure>2.6</RunPressure>
<Amplitude>90</Amplitude>
<WeldMode>12000</WeldMode>
</WeldSet>
</WeldSets>
<WeldValue>
<WeldNr>262031</WeldNr>
<RecipeName>CCS2_CVS.CSV</RecipeName>
<WeldTime>3837</WeldTime>
<DistDiff>2.15</DistDiff>
<DistAbs>75</DistAbs>
<Energy>18001.7</Energy>
<MaxPower>6249</MaxPower>
<CycleTime>8730</CycleTime>
<TrigForce>1018.4</TrigForce>
<TrigDist>72.85</TrigDist>
<RunSpeed>57.0925</RunSpeed>
<MaxForce>3638</MaxForce>
<LossPower>17.0904</LossPower>
<ErrorNr>0</ErrorNr>
</WeldValue>
</WeldAnalyseData>
#CSV-START#
ms;Power[W];Force[N];Distance[mm]
1;0;0;0
2;123.91;1060;0.03
3;123.91;1060;0.03
4;121.46;1065;0.03
5;121.46;1070;0.03
6;123.91;1070;0.03
7;82.09;1065;0.04
8;90.95;1016;0.04
9;275.89;967;0.06
10;342.42;934;0.08
11;376.9;915;0.11
12;426.34;898;0.14
13;517.59;898;0.17
14;636.01;902;0.2
15;732.14;883;0.23
16;816.06;888;0.26
17;897.24;895;0.3
18;986.05;902;0.33
19;1074.86;917;0.37
20;1166.11;942;0.4
21;1257.36;962;0.42
22;1351.05;994;0.45
23;1457.26;986;0.47
24;1555.83;991;0.49
25;1647.08;1031;0.5
26;1731.01;1041;0.51
27;1787.77;1058;0.52
28;1814.94;1087;0.53
29;1864.07;1097;0.54
30;1935.48;1107;0.54
31;1999.88;1110;0.55
32;2046.57;1097;0.55
33;2081.06;1127;0.56
34;2103.34;1144;0.56
35;2110.66;1122;0.57
36;2140.26;1137;0.57
37;2192.14;1149;0.58
38;2231.51;1139;0.58
39;2263.56;1149;0.59
40;2270.88;1157;0.59
41;2256.23;1162;0.59
42;2241.58;1174;0.6
43;2270.88;1159;0.6
44;2315.44;1147;0.61
45;2349.93;1176;0.61
46;2367.32;1169;0.62
47;2364.88;1176;0.62
48;2354.81;1198;0.63
49;2372.2;1198;0.63
50;2431.41;1201;0.64
51;2485.73;1208;0.64
52;2520.22;1198;0.65
53;2532.43;1228;0.65
54;2520.22;1248;0.66
55;2502.82;1226;0.66
56;2522.66;1240;0.67
57;2564.47;1245;0.67
58;2598.96;1233;0.67
59;2613.91;1245;0.68
60;2603.84;1253;0.68
61;2566.91;1260;0.68
62;2544.63;1275;0.69
63;2574.24;1255;0.69
64;2613.91;1243;0.7
65;2635.88;1275;0.7
66;2643.51;1273;0.7
67;2626.12;1275;0.71
68;2598.96;1297;0.71
69;2621.23;1299;0.71
70;2682.88;1299;0.72
71;2729.88;1297;0.72
72;2754.3;1292;0.72
73;2759.18;1322;0.73
74;2739.65;1337;0.73
75;2717.37;1314;0.73
76;2746.97;1332;0.74
77;2791.53;1334;0.74
78;2821.13;1322;0.74
79;2828.46;1329;0.75
80;2823.57;1339;0.75
81;2783.9;1346;0.75
82;2746.97;1374;0.75
83;2769.25;1342;0.76
84;2811.06;1327;0.76
85;2840.66;1361;0.76
86;2847.99;1354;0.77
87;2835.78;1356;0.77
88;2801.29;1379;0.77
89;2808.62;1379;0.77
90;2865.38;1383;0.78
91;2919.71;1383;0.78
92;2949.31;1361;0.78
93;2961.52;1406;0.79
94;2941.68;1428;0.79
95;2907.19;1398;0.79
96;2927.03;1411;0.79
97;2974.03;1415;0.8
98;3006.07;1398;0.8
99;3023.16;1408;0.8
100;3008.51;1415;0.8
101;2959.07;1423;0.81
102;2927.03;1445;0.81
103;2959.07;1415;0.81
104;3003.33;1401;0.81
105;3028.05;1438;0.82
106;3035.68;1433;0.82
107;3018.28;1433;0.82
108;2981.35;1453;0.82
109;2998.44;1453;0.82
110;3060.09;1453;0.83
111;3107.09;1455;0.83
112;3136.69;1440;0.83
113;3144.02;1475;0.83
114;3116.86;1497;0.84
115;3082.37;1467;0.84
116;3111.97;1477;0.84
117;3158.97;1485;0.84
118;3188.57;1467;0.85
119;3205.66;1472;0.85
120;3183.39;1482;0.85
121;3129.37;1490;0.85
122;3104.65;1509;0.85
123;3146.46;1482;0.86
124;3180.94;1465;0.86
125;3203.22;1502;0.86
126;3208.11;1497;0.86
127;3183.39;1494;0.86
128;3144.02;1524;0.87
129;3176.06;1522;0.87
130;3235.27;1522;0.87
131;3272.19;1522;0.87
132;3304.24;1512;0.87
133;3314.31;1546;0.88
134;3284.71;1566;0.88
135;3250.22;1536;0.88
136;3279.82;1546;0.88
137;3324.08;1554;0.88
138;3351.24;1536;0.89
139;3373.52;1546;0.89
140;3353.68;1554;0.89
141;3294.47;1561;0.89
142;3267.31;1571;0.89
143;3309.43;1551;0.9
144;3346.35;1529;0.9
145;3371.07;1569;0.9
146;3383.28;1563;0.9
147;3356.12;1561;0.9
148;3311.87;1588;0.91
149;3341.47;1588;0.91
150;3403.12;1588;0.91
151;3442.49;1586;0.91
152;3474.53;1583;0.91
153;3476.97;1608;0.92
154;3437.61;1630;0.92
155;3410.44;1598;0.92
156;3429.98;1613;0.92
157;3472.09;1615;0.92
158;3506.58;1598;0.92
159;3531.3;1610;0.93
160;3523.97;1613;0.93
161;3464.77;1630;0.93
162;3420.21;1633;0.93
163;3454.7;1615;0.93
164;3494.37;1601;0.94
165;3518.78;1633;0.94
166;3536.18;1630;0.94
167;3513.9;1630;0.94
168;3464.77;1657;0.94
169;3476.97;1652;0.94
170;3536.18;1652;0.95
171;3582.87;1640;0.95
172;3620.11;1601;0.95
173;3634.75;1677;0.95
174;3597.83;1679;0.95
175;3558.46;1660;0.95
176;3588.06;1675;0.96
177;3629.87;1677;0.96
178;3659.47;1677;0.96
179;3684.19;1670;0.96
180;3664.36;1682;0.96
181;3597.83;1694;0.96
182;3565.78;1741;0.96
183;3605.15;1672;0.97
184;3639.64;1675;0.97
185;3661.92;1702;0.97
186;3679.31;1694;0.97
187;3644.52;1694;0.97
188;3590.5;1707;0.97
189;3620.11;1722;0.97
190;3674.12;1714;0.98
191;3716.24;1711;0.98
192;3750.72;1670;0.98
193;3758.05;1744;0.98
194;3708.91;1749;0.98
195;3674.12;1726;0.98
196;3706.47;1739;0.98
197;3750.72;1744;0.99
198;3773;1739;0.99
199;3790.09;1734;0.99
