<WeldAnalyseData xmlns:i="http:www.w3.org/2001/XMLSchema-instance">
<WeldParameter>
<TimeStamp>DT#2024-06-25-20:52:51</TimeStamp>
<UserName>operator</UserName>
<Generator>SG-22-10000</Generator>
<GenFreq>20</GenFreq>
<MaxForce>10000</MaxForce>
<MaxPower>10000</MaxPower>
<RunupPressure>2</RunupPressure>
<RunupDist>5</RunupDist>
<RunPress>0.7</RunPress>
<RunBackPress1>4</RunBackPress1>
<RunBackPress2>2</RunBackPress2>
<RunBackDist>5</RunBackDist>
<TrigValue>1000</TrigValue>
<TrigModeUnit>W</TrigModeUnit>
<WeldModeUnit>Ws</WeldModeUnit>
<PressNr>19.2326</PressNr>
<MaxLoss>300</MaxLoss>
</WeldParameter>
<WeldSets>
<WeldSet>
<PressRiseTime>0.1</PressRiseTime>
<RunPressure>2.2</RunPressure>
<Amplitude>85</Amplitude>
<WeldMode>6000</WeldMode>
</WeldSet>
<WeldSet>
<PressRiseTime>0.1</PressRiseTime>
<RunPressure>2.6</RunPressure>
<Amplitude>90</Amplitude>
<WeldMode>12000</WeldMode>
</WeldSet>
</WeldSets>
<WeldValue>
<WeldNr>261887</WeldNr>
<RecipeName>CCS2_CVS.CSV</RecipeName>
<WeldTime>4045</WeldTime>
<DistDiff>2.11</DistDiff>
<DistAbs>75.02</DistAbs>
<Energy>18002</Energy>
<MaxPower>6582</MaxPower>
<CycleTime>8860</CycleTime>
<TrigForce>1015.96</TrigForce>
<TrigDist>72.91</TrigDist>
<RunSpeed>58.0956</RunSpeed>
<MaxForce>3619</MaxForce>
<LossPower>14.4963</LossPower>
<ErrorNr>0</ErrorNr>
</WeldValue>
</WeldAnalyseData>
#CSV-START#
ms;Power[W];Force[N];Distance[mm]
1;0;0;0
2;124.06;1063;0.02
3;124.06;1068;0.02
4;126.5;1073;0.03
5;124.06;1075;0.03
6;126.5;1078;0.03
7;84.69;1082;0.03
8;93.54;1031;0.04
9;268.72;974;0.05
10;325.48;942;0.07
11;342.57;927;0.1
12;352.64;917;0.13
13;374.61;917;0.17
14;406.66;910;0.2
15;456.1;902;0.23
16;495.47;905;0.26
17;527.51;905;0.3
18;547.35;925;0.33
19;567.19;947;0.36
20;594.04;969;0.39
21;626.39;991;0.41
22;643.48;1011;0.43
23;655.69;1023;0.45
24;665.76;1046;0.46
25;673.09;1068;0.47
26;675.53;1075;0.48
27;680.41;1100;0.49
28;685.29;1110;0.49
29;682.85;1122;0.5
30;677.97;1132;0.5
31;665.76;1139;0.5
32;650.81;1147;0.5
33;636.16;1157;0.51
34;626.39;1154;0.51
35;621.2;1151;0.51
36;621.2;1164;0.51
37;613.88;1166;0.52
38;609;1174;0.52
39;604.11;1186;0.52
40;601.67;1189;0.52
41;611.44;1194;0.52
42;613.88;1196;0.53
43;613.88;1196;0.53
44;618.76;1203;0.53
45;618.76;1216;0.53
46;616.32;1208;0.54
47;626.39;1221;0.54
48;628.83;1221;0.54
49;631.28;1223;0.54
50;636.16;1233;0.55
51;636.16;1240;0.55
52;633.72;1245;0.55
53;633.72;1255;0.55
54;633.72;1255;0.56
55;636.16;1253;0.56
56;641.04;1265;0.56
57;641.04;1263;0.56
58;641.04;1273;0.56
59;638.6;1280;0.56
60;645.92;1285;0.57
61;658.44;1287;0.57
62;665.76;1292;0.57
63;673.09;1290;0.57
64;680.41;1297;0.57
65;682.85;1307;0.57
66;692.92;1305;0.58
67;710.01;1317;0.58
68;727.41;1319;0.58
69;742.06;1314;0.58
70;761.89;1322;0.58
71;771.66;1329;0.58
72;781.73;1334;0.59
73;791.5;1342;0.59
74;803.7;1339;0.59
75;825.98;1337;0.59
76;845.82;1346;0.59
77;860.47;1344;0.6
78;872.98;1351;0.6
79;885.19;1361;0.6
80;909.91;1361;0.6
81;949.28;1361;0.6
82;978.88;1366;0.61
83;1001.16;1364;0.61
84;1025.88;1376;0.61
85;1045.41;1383;0.61
86;1067.69;1376;0.61
87;1104.62;1388;0.62
88;1141.54;1388;0.62
89;1173.59;1381;0.62
90;1200.75;1391;0.62
91;1223.03;1398;0.63
92;1237.98;1408;0.63
93;1264.84;1406;0.63
94;1299.63;1401;0.64
95;1324.05;1398;0.64
96;1356.09;1408;0.64
97;1385.69;1411;0.65
98;1407.97;1415;0.65
99;1422.93;1430;0.65
100;1454.97;1428;0.65
101;1504.1;1423;0.66
102;1543.78;1415;0.66
103;1578.26;1430;0.66
104;1607.87;1438;0.67
105;1624.96;1445;0.67
106;1637.47;1440;0.67
107;1676.84;1450;0.68
108;1713.77;1447;0.68
109;1743.37;1440;0.68
110;1775.41;1450;0.69
111;1787.93;1453;0.69
112;1782.74;1475;0.7
113;1792.81;1460;0.7
114;1827.3;1458;0.7
115;1864.22;1462;0.71
116;1886.5;1465;0.71
117;1906.03;1465;0.71
118;1908.78;1472;0.72
119;1903.59;1487;0.72
120;1940.82;1487;0.72
121;1989.96;1485;0.73
122;2024.45;1465;0.73
123;2051.61;1494;0.73
124;2071.44;1504;0.74
125;2069;1507;0.74
126;2073.89;1504;0.74
127;2108.37;1514;0.75
128;2145.3;1512;0.75
129;2174.9;1502;0.75
130;2187.41;1514;0.76
131;2179.78;1524;0.76
132;2152.93;1554;0.76
133;2152.93;1527;0.77
134;2182.23;1524;0.77
135;2211.83;1529;0.77
136;2229.22;1531;0.78
137;2229.22;1531;0.78
138;2209.39;1539;0.78
139;2202.06;1556;0.79
140;2236.55;1551;0.79
141;2290.87;1549;0.79
142;2318.03;1522;0.8
143;2342.75;1561;0.8
144;2347.64;1569;0.8
145;2335.43;1563;0.81
146;2330.24;1569;0.81
147;2362.29;1576;0.82
148;2404.4;1574;0.82
149;2431.56;1569;0.82
150;2438.89;1581;0.83
151;2423.93;1588;0.83
152;2391.89;1623;0.83
153;2384.56;1588;0.83
154;2414.17;1588;0.84
155;2448.65;1569;0.84
156;2468.49;1598;0.84
157;2466.05;1598;0.85
158;2443.77;1593;0.85
159;2423.93;1615;0.85
160;2461.17;1618;0.86
161;2522.81;1618;0.86
162;2557.3;1618;0.86
163;2579.58;1606;0.86
164;2579.58;1635;0.87
165;2554.86;1650;0.87
166;2547.23;1630;0.87
167;2574.39;1638;0.88
168;2626.27;1647;0.88
169;2653.43;1633;0.88
170;2670.52;1643;0.88
171;2655.87;1650;0.89
172;2614.06;1652;0.89
173;2591.78;1672;0.89
174;2614.06;1652;0.89
175;2655.87;1638;0.89
176;2678.15;1667;0.9
177;2683.03;1662;0.9
178;2660.76;1667;0.9
179;2628.71;1687;0.9
180;2653.43;1690;0.91
181;2717.52;1690;0.91
182;2764.52;1690;0.91
183;2791.38;1679;0.91
184;2801.45;1707;0.91
185;2781.61;1726;0.92
186;2766.96;1702;0.92
187;2803.89;1714;0.92
188;2850.58;1719;0.92
189;2882.63;1702;0.92
190;2897.58;1714;0.93
191;2877.74;1719;0.93
