<WeldAnalyseData xmlns:i="http:www.w3.org/2001/XMLSchema-instance">
<WeldParameter>
<TimeStamp>DT#2024-06-25-09:22:34</TimeStamp>
<UserName>operator</UserName>
<Generator>SG-22-10000</Generator>
<GenFreq>20</GenFreq>
<MaxForce>10000</MaxForce>
<MaxPower>10000</MaxPower>
<RunupPressure>2</RunupPressure>
<RunupDist>5</RunupDist>
<RunPress>0.7</RunPress>
<RunBackPress1>4</RunBackPress1>
<RunBackPress2>2</RunBackPress2>
<RunBackDist>5</RunBackDist>
<TrigValue>1000</TrigValue>
<TrigModeUnit>W</TrigModeUnit>
<WeldModeUnit>Ws</WeldModeUnit>
<PressNr>19.2326</PressNr>
<MaxLoss>300</MaxLoss>
</WeldParameter>
<WeldSets>
<WeldSet>
<PressRiseTime>0.1</PressRiseTime>
<RunPressure>2.2</RunPressure>
<Amplitude>85</Amplitude>
<WeldMode>6000</WeldMode>
</WeldSet>
<WeldSet>
<PressRiseTime>0.1</PressRiseTime>
<RunPressure>2.6</RunPressure>
<Amplitude>90</Amplitude>
<WeldMode>12000</WeldMode>
</WeldSet>
</WeldSets>
<WeldValue>
<WeldNr>261427</WeldNr>
<RecipeName>CCS2_CVS.CSV</RecipeName>
<WeldTime>3883</WeldTime>
<DistDiff>2</DistDiff>
<DistAbs>75.12</DistAbs>
<Energy>18000.3</Energy>
<MaxPower>5964</MaxPower>
<CycleTime>8660</CycleTime>
<TrigForce>1003.45</TrigForce>
<TrigDist>73.12</TrigDist>
<RunSpeed>59.3989</RunSpeed>
<MaxForce>3638</MaxForce>
<LossPower>18.1585</LossPower>
<ErrorNr>0</ErrorNr>
</WeldValue>
</WeldAnalyseData>
#CSV-START#
ms;Power[W];Force[N];Distance[mm]
1;0;0;0
2;122.84;1050;0.02
3;122.84;1053;0.03
4;120.4;1055;0.03
5;122.84;1065;0.03
6;120.4;1065;0.03
7;95.68;1053;0.03
8;55.39;996;0.04
9;257.73;944;0.05
10;336.47;922;0.07
11;378.58;915;0.1
12;432.6;910;0.13
13;536.36;895;0.16
14;649.59;893;0.19
15;743.28;888;0.22
16;817.44;878;0.26
17;888.85;888;0.29
18;970.34;910;0.33
19;1064.03;922;0.36
20;1165.04;937;0.39
21;1266.37;937;0.41
22;1367.38;986;0.43
23;1448.87;1009;0.45
24;1515.4;1014;0.46
25;1594.13;1036;0.47
26;1680.5;1058;0.48
27;1744.59;1068;0.49
28;1806.24;1070;0.5
29;1840.72;1087;0.5
30;1853.24;1097;0.51
31;1865.44;1134;0.51
32;1907.56;1097;0.51
33;1954.25;1095;0.52
34;1983.86;1117;0.52
35;2013.46;1110;0.53
36;2023.22;1117;0.53
37;2020.78;1125;0.54
38;2047.94;1144;0.54
39;2094.94;1144;0.55
40;2139.2;1144;0.55
41;2163.92;1115;0.55
42;2181.31;1164;0.56
43;2176.12;1169;0.56
44;2171.24;1157;0.57
45;2198.4;1169;0.57
46;2230.45;1179;0.58
47;2267.37;1184;0.58
48;2292.09;1174;0.58
49;2289.65;1184;0.59
50;2272.56;1198;0.59
51;2255.17;1235;0.6
52;2282.33;1191;0.6
53;2321.7;1194;0.6
54;2343.97;1218;0.61
55;2353.74;1213;0.61
56;2343.97;1216;0.61
57;2319.25;1223;0.62
58;2331.77;1245;0.62
59;2378.46;1243;0.62
60;2417.83;1238;0.62
61;2437.67;1211;0.63
62;2444.99;1265;0.63
63;2427.9;1273;0.63
64;2410.5;1255;0.63
65;2430.34;1270;0.64
