mean_fit_time;std_fit_time;mean_score_time;std_score_time;param_kernel;param_epsilon;param_C;params;split0_test_score;split1_test_score;split2_test_score;split3_test_score;split4_test_score;mean_test_score;std_test_score;rank_test_score;model_name;y_true;y_pred;Error
;;;;;;;;;;;;;;;;;2800,0;2584,171427363196;215,82857263680398
;;;;;;;;;;;;;;;;;362,0;1201,138936513701;-839,1389365137011
;;;;;;;;;;;;;;;;;2733,131591796875;2503,0497755945116;230,08181620236337
;;;;;;;;;;;;;;;;;2820,0;2617,45888506774;202,54111493225992
;;;;;;;;;;;;;;;;;499,0;1412,3673750102907;-913,3673750102907
;;;;;;;;;;;;;;;;;2687,95068359375;2446,1782758176714;241,77240777607858
;;;;;;;;;;;;;;;;;2645,999755859375;2908,6979771793276;-262,6982213199526
;;;;;;;;;;;;;;;;;1606,88977050781;1577,5508415639788;29,338928943831206
;;;;;;;;;;;;;;;;;2704,7783203125;2830,716775769034;-125,93845545653403
;;;;;;;;;;;;;;;;;2478,47875976563;2721,4642263591677;-242,9854665935377
;;;;;;;;;;;;;;;;;2777,96923828125;2557,918620342055;220,05061793919504
;;;;;;;;;;;;;;;;;2641,59716796875;2463,2952254951388;178,30194247361123
;;;;;;;;;;;;;;;;;2384,8740234375;2258,801083320418;126,072940117082
;;;;;;;;;;;;;;;;;2150,39331054688;2514,7881354034334;-364,39482485655344
;;;;;;;;;;;;;;;;;2599,033935546875;2610,9717749298006;-11,937839382925631
;;;;;;;;;;;;;;;;;3040,0;2511,014562243262;528,9854377567381
;;;;;;;;;;;;;;;;;2690,0;2590,078168863097;99,92183113690317
;;;;;;;;;;;;;;;;;2120,87451171875;2857,2109557330996;-736,3364440143496
;;;;;;;;;;;;;;;;;2950,0;2580,0015201509386;369,99847984906137
;;;;;;;;;;;;;;;;;2502,46728515625;2406,3758094251543;96,09147573109567
;;;;;;;;;;;;;;;;;2293,50561523438;3002,991705292502;-709,486090058122
;;;;;;;;;;;;;;;;;2130,12744140625;2723,576725953856;-593,4492845476061
;;;;;;;;;;;;;;;;;0,0;-367,66022873516977;367,66022873516977
;;;;;;;;;;;;;;;;;2750,0;2714,2205324113756;35,77946758862436
;;;;;;;;;;;;;;;;;2780,71630859375;2808,846448534766;-28,13013994101584
;;;;;;;;;;;;;;;;;2680,640869140625;2663,6392780483156;17,001591092309354
;;;;;;;;;;;;;;;;;2870,0;2509,73764669303;360,26235330697
;;;;;;;;;;;;;;;;;2890,0;2557,750067824164;332,24993217583597
;;;;;;;;;;;;;;;;;2890,0;2667,2025511205584;222,79744887944162
;;;;;;;;;;;;;;;;;1479,52282714844;1457,9450440347582;21,57778311368179
;;;;;;;;;;;;;;;;;0,0;526,7096831739336;-526,7096831739336
;;;;;;;;;;;;;;;;;2990,0;2547,716171020308;442,28382897969186
;;;;;;;;;;;;;;;;;0,0;-206,83890033360422;206,83890033360422
;;;;;;;;;;;;;;;;;2830,0;2657,325031274596;172,67496872540414
;;;;;;;;;;;;;;;;;2265,94116210938;3032,446012610236;-766,5048505008558
;;;;;;;;;;;;;;;;;2494,32202148438;2609,571878427306;-115,24985694292582
;;;;;;;;;;;;;;;;;2614,953125;2183,3826463163286;431,57047868367135
;;;;;;;;;;;;;;;;;2697,15258789063;2352,4622526109606;344,6903352796694
;;;;;;;;;;;;;;;;;2480,427001953125;2425,367882722655;55,05911923047006
;;;;;;;;;;;;;;;;;2750,0;2603,223362678328;146,77663732167184
;;;;;;;;;;;;;;;;;2910,0;2660,0490225494295;249,95097745057046
;;;;;;;;;;;;;;;;;2730,0;2591,5494390666872;138,45056093331277
;;;;;;;;;;;;;;;;;2820,0;2506,2682715595156;313,7317284404844
;;;;;;;;;;;;;;;;;2532,068359375;2439,4662300289065;92,60212934609353
;;;;;;;;;;;;;;;;;2524,69580078125;2707,5961906850725;-182,90038990382254
;;;;;;;;;;;;;;;;;2840,0;2528,9717785060793;311,0282214939207
;;;;;;;;;;;;;;;;;2140,16381835938;2982,823253983298;-842,659435623918
;;;;;;;;;;;;;;;;;2708,121337890625;2489,542049640456;218,57928825016916
;;;;;;;;;;;;;;;;;2261,67993164063;2749,402804368773;-487,7228727281431
;;;;;;;;;;;;;;;;;2820,0;2495,8531660974413;324,1468339025587
;;;;;;;;;;;;;;;;;1980,08862304688;2374,985451096335;-394,89682804945505
;;;;;;;;;;;;;;;;;2581,04931640625;2014,6280560434252;566,4212603628248
;;;;;;;;;;;;;;;;;191,0;454,9657719076067;-263,9657719076067
;;;;;;;;;;;;;;;;;0,0;75,80189275149405;-75,80189275149405
;;;;;;;;;;;;;;;;;2760,17797851563;2393,9863278806597;366,1916506349703
;;;;;;;;;;;;;;;;;2730,0;2688,650793188849;41,34920681115091
;;;;;;;;;;;;;;;;;2534,981201171875;2054,9388446748644;480,0423564970106
;;;;;;;;;;;;;;;;;2162,01025390625;2740,4267710388094;-578,4165171325594
;;;;;;;;;;;;;;;;;2940,0;2423,919363015929;516,0806369840711
;;;;;;;;;;;;;;;;;2622,75341796875;2372,2004996478945;250,5529183208555
;;;;;;;;;;;;;;;;;2556,234375;2459,8374469221026;96,39692807789743
;;;;;;;;;;;;;;;;;0,0;665,9169604719073;-665,9169604719073
;;;;;;;;;;;;;;;;;0,0;329,6279981077105;-329,6279981077105
;;;;;;;;;;;;;;;;;2810,0;2607,7831467330843;202,21685326691568
;;;;;;;;;;;;;;;;;2622,9326171875;2535,5694328487307;87,36318433876932
;;;;;;;;;;;;;;;;;2638,62646484375;2448,9685875118166;189,65787733193338
;;;;;;;;;;;;;;;;;2693,31396484375;3031,675574415961;-338,3616095722109
;;;;;;;;;;;;;;;;;2623,45532226563;2612,3626238048464;11,092698460783595
;;;;;;;;;;;;;;;;;2616,23852539063;2622,0919408739;-5,853415483270055
;;;;;;;;;;;;;;;;;2186,09326171875;2415,816925281325;-229,72366356257498
;;;;;;;;;;;;;;;;;2880,0;2623,0894505918413;256,91054940815866
;;;;;;;;;;;;;;;;;2621,98779296875;2972,1220246494204;-350,1342316806704
;;;;;;;;;;;;;;;;;0,0;344,2670886457354;-344,2670886457354
;;;;;;;;;;;;;;;;;2209,49047851563;2841,841076606551;-632,3505980909208
;;;;;;;;;;;;;;;;;2574,7900390625;2289,1735194862276;285,61651957627237
;;;;;;;;;;;;;;;;;2790,0;2536,1349288165957;253,86507118340432
;;;;;;;;;;;;;;;;;2556,08032226563;2301,1023029029757;254,97801936265432
;;;;;;;;;;;;;;;;;0,0;0,002791160383821989;-0,002791160383821989
;;;;;;;;;;;;;;;;;2532,56640625;2651,080569142142;-118,51416289214194
;;;;;;;;;;;;;;;;;2710,0;2871,054524773398;-161,05452477339804
;;;;;;;;;;;;;;;;;2830,0;2501,699434274474;328,3005657255262
;;;;;;;;;;;;;;;;;2690,0;2254,635509365836;435,3644906341642
;;;;;;;;;;;;;;;;;225,0;785,0054099500567;-560,0054099500567
;;;;;;;;;;;;;;;;;1526,15588378906;1931,3699393213183;-405,21405553225827
;;;;;;;;;;;;;;;;;2810,0;2379,2233995139986;430,77660048600137
;;;;;;;;;;;;;;;;;2406,46948242188;2819,697876805106;-413,2283943832258
;;;;;;;;;;;;;;;;;2950,0;2506,10759102706;443,89240897293985
;;;;;;;;;;;;;;;;;2223,0947265625;2799,579668039122;-576,4849414766222
;;;;;;;;;;;;;;;;;2840,0;2604,201130265036;235,79886973496377
;;;;;;;;;;;;;;;;;2850,0;2595,2941405713946;254,70585942860544
;;;;;;;;;;;;;;;;;2453,78247070313;2472,174474352637;-18,392003649506933
;;;;;;;;;;;;;;;;;0,0;195,54271911982596;-195,54271911982596
;;;;;;;;;;;;;;;;;2856,765625;2922,9508122146517;-66,1851872146517
;;;;;;;;;;;;;;;;;0,0;354,1736512124926;-354,1736512124926
;;;;;;;;;;;;;;;;;2820,0;2625,1650507390887;194,83494926091134
;;;;;;;;;;;;;;;;;2870,0;2477,867904180327;392,13209581967294
;;;;;;;;;;;;;;;;;2561,353271484375;2269,088782185355;292,26448929902017
;;;;;;;;;;;;;;;;;2880,0;2527,6379300296694;352,3620699703306
;;;;;;;;;;;;;;;;;2093,9033203125;2384,0034975946337;-290,1001772821337
;;;;;;;;;;;;;;;;;2741,848388671875;2924,072737807074;-182,2243491351992
;;;;;;;;;;;;;;;;;1982,07141113281;2651,8116676748186;-669,7402565420086
;;;;;;;;;;;;;;;;;2768,966796875;2414,1512099445254;354,81558693047464
;;;;;;;;;;;;;;;;;2700,0;2624,1931693494707;75,80683065052926
;;;;;;;;;;;;;;;;;0,0;233,84784387950003;-233,84784387950003
;;;;;;;;;;;;;;;;;2820,0;2706,3184146821886;113,68158531781137
;;;;;;;;;;;;;;;;;2301,904296875;1656,812613481322;645,0916833936781
;;;;;;;;;;;;;;;;;2161,56127929688;2652,21179460887;-490,65051531199015
;;;;;;;;;;;;;;;;;2461,232421875;3095,99205803279;-634,7596361577898
;;;;;;;;;;;;;;;;;2615,98217773438;2551,026845449248;64,95533228513204
;;;;;;;;;;;;;;;;;2682,5673828125;2395,7551631868273;286,8122196256727
;;;;;;;;;;;;;;;;;1768,345703125;1904,6185123861223;-136,27280926112235
;;;;;;;;;;;;;;;;;0,0;394,0022940576464;-394,0022940576464
;;;;;;;;;;;;;;;;;0,0;567,4964466035754;-567,4964466035754
;;;;;;;;;;;;;;;;;2259,9345703125;2702,5507380903155;-442,61616777781546
;;;;;;;;;;;;;;;;;2506,806640625;2244,9781814754397;261,82845914956033
;;;;;;;;;;;;;;;;;2678,337890625;2755,084603899756;-76,74671327475608
;;;;;;;;;;;;;;;;;0,0;-579,4003424703687;579,4003424703687
;;;;;;;;;;;;;;;;;2111,48950195313;2774,433896178046;-662,9443942249159
;;;;;;;;;;;;;;;;;2900,0;2674,4253272951037;225,57467270489633
;;;;;;;;;;;;;;;;;1935,83288574219;2485,24512528781;-549,41223954562
;;;;;;;;;;;;;;;;;352,0;512,6030245960146;-160,60302459601462
;;;;;;;;;;;;;;;;;0,0;-1039,218553310594;1039,218553310594
;;;;;;;;;;;;;;;;;2770,0;2657,6091120183855;112,39088798161447
;;;;;;;;;;;;;;;;;2315,57568359375;2709,2244390190035;-393,6487554252535
;;;;;;;;;;;;;;;;;0,0;-142,09808064099252;142,09808064099252
;;;;;;;;;;;;;;;;;2610,0;2382,3109521806628;227,68904781933725
;;;;;;;;;;;;;;;;;2523,56396484375;2598,243565672675;-74,67960082892478
;;;;;;;;;;;;;;;;;2600,0;2528,8570280015856;71,1429719984144
;;;;;;;;;;;;;;;;;2683,222900390625;2646,1234644592196;37,099435931405424
;;;;;;;;;;;;;;;;;0,0;-95,98992300625741;95,98992300625741
;;;;;;;;;;;;;;;;;2174,87524414063;3018,914411538878;-844,0391673982481
;;;;;;;;;;;;;;;;;2522,12841796875;2836,491174095908;-314,3627561271578
;;;;;;;;;;;;;;;;;585,0;857,9383585393816;-272,9383585393816
;;;;;;;;;;;;;;;;;2628,965576171875;2322,406579250136;306,558996921739
;;;;;;;;;;;;;;;;;2730,0;2545,9319878757387;184,06801212426126
;;;;;;;;;;;;;;;;;2850,0;2729,1767709196;120,82322908039987
;;;;;;;;;;;;;;;;;2850,0;2474,9751244724184;375,02487552758157
;;;;;;;;;;;;;;;;;2656,86987304688;2656,2233204782397;0,6465525686403453
;;;;;;;;;;;;;;;;;2990,0;2503,6263168991;486,37368310090005
;;;;;;;;;;;;;;;;;0,0;248,38663029078543;-248,38663029078543
;;;;;;;;;;;;;;;;;2609,814208984375;2899,6538382709414;-289,8396292865664
;;;;;;;;;;;;;;;;;2679,0390625;2447,0137377918154;232,0253247081846
;;;;;;;;;;;;;;;;;1120,0;1547,5043599546343;-427,5043599546343
;;;;;;;;;;;;;;;;;2820,0;2527,171079033652;292,82892096634805
;;;;;;;;;;;;;;;;;2086,85034179688;2481,598731035033;-394,74838923815287
;;;;;;;;;;;;;;;;;2767,249755859375;2754,422829145232;12,826926714143156
;;;;;;;;;;;;;;;;;2717,73999023438;2515,333393091002;202,4065971433779
;;;;;;;;;;;;;;;;;2637,41284179688;2626,629309171477;10,78353262540304
;;;;;;;;;;;;;;;;;2920,0;2664,9526857078463;255,04731429215371
;;;;;;;;;;;;;;;;;2219,4873046875;2728,881808990279;-509,39450430277884
;;;;;;;;;;;;;;;;;0,0;124,29079651240409;-124,29079651240409
;;;;;;;;;;;;;;;;;2586,42041015625;2337,9474699438006;248,47294021244943
;;;;;;;;;;;;;;;;;2641,56494140625;2449,040724867621;192,52421653862893
;;;;;;;;;;;;;;;;;2001,42895507813;2570,7214233816057;-569,2924683034757
;;;;;;;;;;;;;;;;;2506,760009765625;864,186359876433;1642,573649889192
;;;;;;;;;;;;;;;;;2426,89233398438;2622,15659701232;-195,26426302794016
;;;;;;;;;;;;;;;;;3170,0;2362,756012433806;807,2439875661939
;;;;;;;;;;;;;;;;;2301,888671875;2235,830686444083;66,05798543091714
;;;;;;;;;;;;;;;;;2649,29907226563;2396,495855683127;252,80321658250296
;;;;;;;;;;;;;;;;;2610,4716796875;2784,9833772123247;-174,51169752482474
;;;;;;;;;;;;;;;;;2587,71435546875;2598,5464942396075;-10,832138770857455
;;;;;;;;;;;;;;;;;2830,0;2594,477163785735;235,52283621426523
;;;;;;;;;;;;;;;;;2960,0;2702,6581507862;257,34184921379983
;;;;;;;;;;;;;;;;;2930,0;2524,4663263500124;405,5336736499876
;;;;;;;;;;;;;;;;;1180,0;1551,6609686553866;-371,66096865538657
;;;;;;;;;;;;;;;;;2680,719482421875;2240,589498990813;440,1299834310621
;;;;;;;;;;;;;;;;;2616,70703125;2452,055241936484;164,65178931351602
;;;;;;;;;;;;;;;;;2663,9794921875;2532,9201146304995;131,05937755700052
;;;;;;;;;;;;;;;;;0,0;738,9542720258623;-738,9542720258623
;;;;;;;;;;;;;;;;;2960,0;2651,6307712734133;308,3692287265867
;;;;;;;;;;;;;;;;;1943,3935546875;2261,8519072473437;-318,45835255984366
;;;;;;;;;;;;;;;;;2469,9453125;2343,0326728761584;126,91263962384164
;;;;;;;;;;;;;;;;;2031,76745605469;2468,163800114432;-436,396344059742
;;;;;;;;;;;;;;;;;2880,0;2697,217934364119;182,78206563588083
;;;;;;;;;;;;;;;;;0,0;514,8419945180804;-514,8419945180804
;;;;;;;;;;;;;;;;;2627,86474609375;1902,1365113199145;725,7282347738355
;;;;;;;;;;;;;;;;;2610,0;2427,6909974754244;182,3090025245756
;;;;;;;;;;;;;;;;;2641,23974609375;2511,0588906944186;130,18085539933145
;;;;;;;;;;;;;;;;;0,0;403,5891997754961;-403,5891997754961
;;;;;;;;;;;;;;;;;2205,927734375;2587,482295864859;-381,5545614898592
;;;;;;;;;;;;;;;;;0,0;207,17524337176383;-207,17524337176383
;;;;;;;;;;;;;;;;;0,0;-418,1158540308088;418,1158540308088
;;;;;;;;;;;;;;;;;2663,70336914063;2478,235032790938;185,46833634969198
;;;;;;;;;;;;;;;;;2770,0;2490,5467799842745;279,4532200157255
;;;;;;;;;;;;;;;;;2730,403564453125;2681,904550427237;48,499014025887845
;;;;;;;;;;;;;;;;;2870,0;2532,082566374579;337,9174336254209
;;;;;;;;;;;;;;;;;2470,248046875;2311,313888067046;158,9341588079542
;;;;;;;;;;;;;;;;;2720,91357421875;2544,8693305194765;176,04424369927347
;;;;;;;;;;;;;;;;;377,0;786,4350869596392;-409,4350869596392
;;;;;;;;;;;;;;;;;2203,3837890625;2672,9396109521776;-469,55582188967765
;;;;;;;;;;;;;;;;;2498,94067382813;2518,037576073447;-19,09690224531687
;;;;;;;;;;;;;;;;;1856,47814941406;2397,2974021375567;-540,8192527234967
;;;;;;;;;;;;;;;;;2890,0;2450,1353788316637;439,86462116833627
;;;;;;;;;;;;;;;;;2858,22265625;2244,139468067923;614,0831881820768
;;;;;;;;;;;;;;;;;2980,0;2557,7090506494433;422,29094935055673
;;;;;;;;;;;;;;;;;2850,0;2579,835862034598;270,164137965402
;;;;;;;;;;;;;;;;;2780,0;2618,787185066977;161,21281493302286
;;;;;;;;;;;;;;;;;1220,0;1352,0969268024355;-132,09692680243552
;;;;;;;;;;;;;;;;;2900,0;2643,306075209418;256,69392479058206
;;;;;;;;;;;;;;;;;0,0;-51,39065862294137;51,39065862294137
;;;;;;;;;;;;;;;;;0,0;-63,449586397370695;63,449586397370695
;;;;;;;;;;;;;;;;;2830,0;2614,837310069838;215,16268993016183
;;;;;;;;;;;;;;;;;0,0;852,9328958928972;-852,9328958928972
;;;;;;;;;;;;;;;;;2850,0;2577,53069769744;272,4693023025602
;;;;;;;;;;;;;;;;;2990,0;2591,897155398169;398,10284460183084
;;;;;;;;;;;;;;;;;2078,36303710938;2677,212197655478;-598,8491605460981
;;;;;;;;;;;;;;;;;2700,0;2551,8355978668123;148,16440213318765
;;;;;;;;;;;;;;;;;2762,0458984375;2829,2072609603792;-67,16136252287924
;;;;;;;;;;;;;;;;;2648,315185546875;2011,012288802901;637,3028967439741
;;;;;;;;;;;;;;;;;2840,0;2682,294764035979;157,70523596402109
;;;;;;;;;;;;;;;;;2655,9013671875;2681,9532061756045;-26,051838988104464
;;;;;;;;;;;;;;;;;2775,302490234375;2440,37192403678;334,930566197595
;;;;;;;;;;;;;;;;;2587,90698242188;2670,130699509421;-82,22371708754099
;;;;;;;;;;;;;;;;;2760,0;2686,5574114263445;73,44258857365548
;;;;;;;;;;;;;;;;;2940,0;2563,342407697478;376,65759230252206
;;;;;;;;;;;;;;;;;2762,297119140625;2759,813737505713;2,4833816349118933
;;;;;;;;;;;;;;;;;2141,37353515625;2662,5047094762713;-521,1311743200213
;;;;;;;;;;;;;;;;;2696,55615234375;2257,7759399354845;438,78021240826547
;;;;;;;;;;;;;;;;;2702,67822265625;2152,2510555923373;550,4271670639127
;;;;;;;;;;;;;;;;;2910,0;2481,7232911527544;428,2767088472456
;;;;;;;;;;;;;;;;;2017,48132324219;2552,7212470710665;-535,2399238288765
;;;;;;;;;;;;;;;;;0,0;-180,596311336717;180,596311336717
;;;;;;;;;;;;;;;;;2584,815185546875;2177,3404028356463;407,4747827112287
;;;;;;;;;;;;;;;;;0,0;-488,17351627942026;488,17351627942026
;;;;;;;;;;;;;;;;;2970,0;2769,129269713202;200,87073028679788
;;;;;;;;;;;;;;;;;2070,0;2162,5446987092882;-92,54469870928824
;;;;;;;;;;;;;;;;;2229,2568359375;2557,096915119925;-327,84007918242514
;;;;;;;;;;;;;;;;;0,0;11,26506256465018;-11,26506256465018
;;;;;;;;;;;;;;;;;1741,16223144531;2192,0561709344774;-450,89393948916745
;;;;;;;;;;;;;;;;;2729,606201171875;2685,4953322351366;44,11086893673837
;;;;;;;;;;;;;;;;;378,0;710,5138902604967;-332,51389026049674
;;;;;;;;;;;;;;;;;1604,51000976563;2071,6181864679247;-467,1081767022947
;;;;;;;;;;;;;;;;;2580,2265625;2556,986318939963;23,240243560037015
;;;;;;;;;;;;;;;;;2118,23461914063;2785,2337328136355;-666,9991136730055
;;;;;;;;;;;;;;;;;2950,0;2636,883307331839;313,1166926681608
;;;;;;;;;;;;;;;;;2659,649169921875;2664,1395658195406;-4,490395897665621
;;;;;;;;;;;;;;;;;2718,18530273438;2555,281022661963;162,9042800724169
;;;;;;;;;;;;;;;;;2645,829833984375;2588,588925117293;57,240908867082
;;;;;;;;;;;;;;;;;2805,79052734375;2540,303797715941;265,4867296278089
;;;;;;;;;;;;;;;;;2770,0;2568,51525389556;201,4847461044401
;;;;;;;;;;;;;;;;;2800,0;2608,6100020349413;191,38999796505868
;;;;;;;;;;;;;;;;;2870,0;2598,808136695662;271,19186330433786
;;;;;;;;;;;;;;;;;799,0;1514,2915331066042;-715,2915331066042
;;;;;;;;;;;;;;;;;2880,0;2472,9713231265932;407,02867687340677
;;;;;;;;;;;;;;;;;2236,48608398438;2735,857235187331;-499,37115120295084
;;;;;;;;;;;;;;;;;2570,657470703125;2867,0662691533953;-296,4087984502703
;;;;;;;;;;;;;;;;;0,0;661,6775281370074;-661,6775281370074
;;;;;;;;;;;;;;;;;2745,668212890625;2578,5869574487597;167,08125544186532
;;;;;;;;;;;;;;;;;2960,0;2563,9939714610964;396,0060285389036
;;;;;;;;;;;;;;;;;2860,0;2487,4969447791964;372,5030552208036
;;;;;;;;;;;;;;;;;2273,80224609375;2475,99575447444;-202,19350838069022
;;;;;;;;;;;;;;;;;55,2;455,1988947332293;-399,9988947332293
;;;;;;;;;;;;;;;;;2990,0;2630,4948781669527;359,50512183304727
;;;;;;;;;;;;;;;;;553,0;1108,7388265073687;-555,7388265073687
;;;;;;;;;;;;;;;;;2214,44750976563;2436,4313714445025;-221,98386167887247
;;;;;;;;;;;;;;;;;2648,10131835938;2075,302960270682;572,798358088698
;;;;;;;;;;;;;;;;;0,0;123,29736637476981;-123,29736637476981
;;;;;;;;;;;;;;;;;2047,27307128906;2397,2427037895113;-349,9696325004513
;;;;;;;;;;;;;;;;;2760,0;2522,050128573218;237,949871426782
;;;;;;;;;;;;;;;;;2900,0;2499,1920324504763;400,8079675495237
;;;;;;;;;;;;;;;;;1070,0;1412,5227169931322;-342,52271699313224
;;;;;;;;;;;;;;;;;2560,32177734375;2445,8674526155382;114,45432472821176
