mean_fit_time;std_fit_time;mean_score_time;std_score_time;param_kernel;param_epsilon;param_C;params;split0_test_score;split1_test_score;split2_test_score;split3_test_score;split4_test_score;mean_test_score;std_test_score;rank_test_score;model_name;y_true;y_pred;Error
;;;;;;;;;;;;;;;;;2612,61376953125;2036,7972776830584;575,8164918481916
;;;;;;;;;;;;;;;;;2602,0673828125;2026,746752733031;575,3206300794691
;;;;;;;;;;;;;;;;;2208,38696289063;2804,423457139769;-596,0364942491392
;;;;;;;;;;;;;;;;;2150,16015625;2880,601045244971;-730,4408889949709
;;;;;;;;;;;;;;;;;2650,2392578125;2559,436011070052;90,80324674244821
;;;;;;;;;;;;;;;;;0,0;130,98847412470877;-130,98847412470877
;;;;;;;;;;;;;;;;;1207,56677246094;1124,6935675084978;82,87320495244217
;;;;;;;;;;;;;;;;;0,0;-506,74082255955636;506,74082255955636
;;;;;;;;;;;;;;;;;2742,67822265625;2781,092325800696;-38,41410314444602
;;;;;;;;;;;;;;;;;0,0;825,0518796384722;-825,0518796384722
;;;;;;;;;;;;;;;;;2777,155517578125;2419,7230857551485;357,43243182297647
;;;;;;;;;;;;;;;;;2860,0;2691,839208835402;168,16079116459787
;;;;;;;;;;;;;;;;;2624,96508789063;2714,2773495853335;-89,31226169470347
;;;;;;;;;;;;;;;;;2499,162109375;2980,1783783376604;-481,01626896266043
;;;;;;;;;;;;;;;;;2860,0;2552,3344756305605;307,6655243694395
;;;;;;;;;;;;;;;;;1806,75720214844;1927,0928940713793;-120,3356919229393
;;;;;;;;;;;;;;;;;2680,0;2583,4258089006335;96,57419109936654
;;;;;;;;;;;;;;;;;0,0;-430,86181593533456;430,86181593533456
;;;;;;;;;;;;;;;;;2820,0;2702,595691794196;117,40430820580423
;;;;;;;;;;;;;;;;;2840,0;2726,204073423186;113,79592657681405
;;;;;;;;;;;;;;;;;2641,281982421875;2210,9870589912325;430,2949234306425
;;;;;;;;;;;;;;;;;2860,0;2721,676877969542;138,32312203045785
;;;;;;;;;;;;;;;;;1694,1298828125;1962,763119214812;-268,6332364023119
;;;;;;;;;;;;;;;;;2723,825439453125;2711,1721398771197;12,653299576005338
;;;;;;;;;;;;;;;;;2485,16577148438;2507,298183673659;-22,132412189278966
;;;;;;;;;;;;;;;;;0,0;164,19411682490409;-164,19411682490409
;;;;;;;;;;;;;;;;;2880,0;2751,327928060332;128,67207193966806
;;;;;;;;;;;;;;;;;2950,0;2416,1672562301546;533,8327437698454
;;;;;;;;;;;;;;;;;0,0;30,867992395201327;-30,867992395201327
;;;;;;;;;;;;;;;;;2686,91259765625;2799,3396861493975;-112,4270884931475
;;;;;;;;;;;;;;;;;2322,19604492188;2869,806464308539;-547,610419386659
;;;;;;;;;;;;;;;;;2239,1689453125;2650,190878742972;-411,021933430472
;;;;;;;;;;;;;;;;;0,0;-46,20696139927804;46,20696139927804
;;;;;;;;;;;;;;;;;2203,89404296875;3359,9898421705157;-1156,0957992017657
;;;;;;;;;;;;;;;;;2357,281494140625;2298,6483981550127;58,63309598561227
;;;;;;;;;;;;;;;;;2990,0;2833,0543055475146;156,94569445248544
;;;;;;;;;;;;;;;;;2569,935546875;3008,613764399329;-438,67821752432883
;;;;;;;;;;;;;;;;;2207,85107421875;2354,7725619018465;-146,92148768309653
;;;;;;;;;;;;;;;;;879,0;1379,7117259443194;-500,71172594431937
;;;;;;;;;;;;;;;;;2525,796630859375;2715,2385057151705;-189,4418748557955
;;;;;;;;;;;;;;;;;2020,62036132813;2453,498936766425;-432,8785754382948
;;;;;;;;;;;;;;;;;2860,153076171875;2721,1178450525194;139,03523111935556
;;;;;;;;;;;;;;;;;2615,43017578125;2532,647649401465;82,78252637978494
;;;;;;;;;;;;;;;;;2844,2529296875;2618,09191572074;226,16101396676004
;;;;;;;;;;;;;;;;;1060,0;1976,033575171271;-916,033575171271
;;;;;;;;;;;;;;;;;2372,9208984375;2847,6099831998736;-474,68908476237357
;;;;;;;;;;;;;;;;;2631,425048828125;2191,5988495290667;439,8261992990583
;;;;;;;;;;;;;;;;;2491,27319335938;2646,498872631827;-155,225679272447
;;;;;;;;;;;;;;;;;2900,0;2723,2196003139406;176,78039968605935
;;;;;;;;;;;;;;;;;2870,0;2642,7678214252383;227,23217857476175
;;;;;;;;;;;;;;;;;2850,0;2540,039684051314;309,960315948686
;;;;;;;;;;;;;;;;;2695,215087890625;2533,5010421216875;161,71404576893747
;;;;;;;;;;;;;;;;;2597,02807617188;2185,013856285849;412,0142198860308
;;;;;;;;;;;;;;;;;2062,25;2313,954249614516;-251,7042496145159
;;;;;;;;;;;;;;;;;2517,18505859375;2204,7434807956606;312,4415777980894
;;;;;;;;;;;;;;;;;1453,39392089844;1244,8347312152773;208,55918968316269
;;;;;;;;;;;;;;;;;2870,0;2727,5174356639773;142,48256433602273
;;;;;;;;;;;;;;;;;2627,63330078125;2894,267175310889;-266,6338745296389
;;;;;;;;;;;;;;;;;2810,0;2676,604141706267;133,395858293733
;;;;;;;;;;;;;;;;;3000,0;2496,171638959685;503,82836104031503
;;;;;;;;;;;;;;;;;2647,5166015625;2490,7166100681216;156,79999149437845
;;;;;;;;;;;;;;;;;2367,425537109375;2251,536179178992;115,88935793038308
;;;;;;;;;;;;;;;;;2750,0;2755,915463441649;-5,915463441649081
;;;;;;;;;;;;;;;;;2770,0;2632,321153992453;137,67884600754678
;;;;;;;;;;;;;;;;;2960,0;2521,6311604917437;438,3688395082563
;;;;;;;;;;;;;;;;;0,0;178,7018549383074;-178,7018549383074
;;;;;;;;;;;;;;;;;2247,05493164063;3069,6361721694857;-822,5812405288557
;;;;;;;;;;;;;;;;;2780,0;2609,036708229819;170,96329177018106
;;;;;;;;;;;;;;;;;0,0;327,68699359301627;-327,68699359301627
;;;;;;;;;;;;;;;;;2990,0;2675,8209840000063;314,1790159999937
;;;;;;;;;;;;;;;;;2790,0;2718,6651470601946;71,33485293980539
;;;;;;;;;;;;;;;;;2237,23120117188;2625,696671479979;-388,46547030809916
;;;;;;;;;;;;;;;;;2850,0;2629,9254144370943;220,07458556290567
;;;;;;;;;;;;;;;;;457,0;1058,0283706128985;-601,0283706128985
;;;;;;;;;;;;;;;;;3010,0;2568,8288270175844;441,17117298241556
;;;;;;;;;;;;;;;;;2690,0;2512,2821035325915;177,71789646740854
;;;;;;;;;;;;;;;;;2577,65991210938;2449,6576021850497;128,00230992433035
;;;;;;;;;;;;;;;;;2309,77880859375;2559,711392277518;-249,93258368376792
;;;;;;;;;;;;;;;;;2535,886474609375;2719,3789430797488;-183,49246847037375
;;;;;;;;;;;;;;;;;2672,74584960938;2271,506281608382;401,23956800099813
;;;;;;;;;;;;;;;;;0,0;-54,521870857438444;54,521870857438444
;;;;;;;;;;;;;;;;;2317,21508789063;2519,7057269752413;-202,4906390846113
;;;;;;;;;;;;;;;;;2751,584228515625;2380,8067699611574;370,77745855446756
;;;;;;;;;;;;;;;;;2870,0;2545,047855490485;324,95214450951516
;;;;;;;;;;;;;;;;;1638,50817871094;1759,9188263357073;-121,41064762476731
;;;;;;;;;;;;;;;;;2637,849853515625;2562,8256391227633;75,02421439286172
;;;;;;;;;;;;;;;;;505,0;827,5133306920916;-322,5133306920916
;;;;;;;;;;;;;;;;;2627,212890625;2587,294122570792;39,91876805420816
;;;;;;;;;;;;;;;;;2156,11669921875;2679,583493942061;-523,4667947233111
;;;;;;;;;;;;;;;;;2498,5556640625;2755,483882898131;-256,928218835631
;;;;;;;;;;;;;;;;;502,0;979,494238489905;-477,494238489905
;;;;;;;;;;;;;;;;;0,0;-358,7957193910688;358,7957193910688
;;;;;;;;;;;;;;;;;2670,83959960938;2590,2124023378283;80,62719727155172
;;;;;;;;;;;;;;;;;2597,03076171875;2437,4300634801775;159,60069823857248
;;;;;;;;;;;;;;;;;2783,590087890625;3001,889487260619;-218,2993993699938
;;;;;;;;;;;;;;;;;2700,0;2576,376323455611;123,62367654438913
;;;;;;;;;;;;;;;;;2568,87841796875;2709,436824196616;-140,55840622786582
;;;;;;;;;;;;;;;;;2950,0;2479,8013302028567;470,19866979714334
;;;;;;;;;;;;;;;;;1743,111328125;2362,9603394210726;-619,8490112960726
;;;;;;;;;;;;;;;;;2259,33081054688;2604,1145981491;-344,78378760221995
;;;;;;;;;;;;;;;;;2670,678955078125;2502,641466492453;168,03748858567178
;;;;;;;;;;;;;;;;;2170,9658203125;2897,9982396304995;-727,0324193179995
;;;;;;;;;;;;;;;;;2527,99560546875;2534,9224828422457;-6,926877373495699
;;;;;;;;;;;;;;;;;0,0;219,45183419589102;-219,45183419589102
;;;;;;;;;;;;;;;;;2880,0;2660,022744411269;219,97725558873117
;;;;;;;;;;;;;;;;;2730,03540039063;2589,844074720183;140,191325670447
;;;;;;;;;;;;;;;;;2720,0;2570,873134011069;149,12686598893106
;;;;;;;;;;;;;;;;;2684,099609375;2503,084496849814;181,01511252518594
;;;;;;;;;;;;;;;;;2805,28515625;2533,9931745469958;271,29198170300424
;;;;;;;;;;;;;;;;;194,0;994,0408806741625;-800,0408806741625
;;;;;;;;;;;;;;;;;2570,0;2582,687720173636;-12,68772017363608
;;;;;;;;;;;;;;;;;2246,11450195313;2856,248784059325;-610,1342821061949
;;;;;;;;;;;;;;;;;1638,39282226563;2143,8478845298678;-505,45506226423777
;;;;;;;;;;;;;;;;;2650,0;2570,415158742705;79,58484125729501
;;;;;;;;;;;;;;;;;2276,50122070313;2759,4359792411715;-482,9347585380415
;;;;;;;;;;;;;;;;;2759,01953125;2556,558027857581;202,46150339241922
;;;;;;;;;;;;;;;;;2850,0;2569,1507320344836;280,84926796551645
;;;;;;;;;;;;;;;;;2794,99291992188;2403,3178394973665;391,67508042451345
;;;;;;;;;;;;;;;;;892,0;1354,7298275173098;-462,7298275173098
;;;;;;;;;;;;;;;;;2009,20129394531;2641,263851279059;-632,062557333749
;;;;;;;;;;;;;;;;;2910,0;2653,712777727881;256,2872222721189
;;;;;;;;;;;;;;;;;2666,10498046875;2538,5323271692187;127,57265329953134
;;;;;;;;;;;;;;;;;2622,428955078125;2233,7631524742037;388,6658026039213
;;;;;;;;;;;;;;;;;2690,0;2371,172807449141;318,82719255085885
;;;;;;;;;;;;;;;;;2667,58520507813;2383,899090403357;283,68611467477285
;;;;;;;;;;;;;;;;;2730,0;2577,3464546144396;152,6535453855604
;;;;;;;;;;;;;;;;;2565,61181640625;2082,2886151016146;483,3232013046354
;;;;;;;;;;;;;;;;;1750,35412597656;2123,3534647167116;-372,99933874015164
;;;;;;;;;;;;;;;;;193,0;1049,3352279603869;-856,3352279603869
;;;;;;;;;;;;;;;;;2910,0;2459,6785027921587;450,3214972078413
;;;;;;;;;;;;;;;;;2555,208984375;2220,570507997313;334,63847637768686
;;;;;;;;;;;;;;;;;2371,1201171875;2192,028848761359;179,09126842614114
;;;;;;;;;;;;;;;;;1763,60437011719;2052,112445706168;-288,5080755889778
;;;;;;;;;;;;;;;;;2683,59594726563;2489,7994049728304;193,7965422927996
;;;;;;;;;;;;;;;;;2790,0;2337,4714723766238;452,52852762337625
;;;;;;;;;;;;;;;;;222,0;547,9657316148669;-325,96573161486685
;;;;;;;;;;;;;;;;;2750,0;2762,1875452936083;-12,18754529360831
;;;;;;;;;;;;;;;;;2310,50317382813;2752,1093499601275;-441,6061761319975
;;;;;;;;;;;;;;;;;2656,40283203125;2729,8692691266924;-73,46643709544242
;;;;;;;;;;;;;;;;;1400,0;1772,6508917749316;-372,65089177493155
;;;;;;;;;;;;;;;;;2615,45166015625;2479,6235710323244;135,82808912392557
;;;;;;;;;;;;;;;;;2700,0;2471,794805640021;228,20519435997903
;;;;;;;;;;;;;;;;;2900,0;2648,2085386455446;251,79146135445535
;;;;;;;;;;;;;;;;;2177,2998046875;2808,905109518805;-631,6053048313051
;;;;;;;;;;;;;;;;;2720,0;2621,912112110892;98,08788788910806
;;;;;;;;;;;;;;;;;0,0;-368,86529017086923;368,86529017086923
;;;;;;;;;;;;;;;;;485,0;771,4078160465151;-286,4078160465151
;;;;;;;;;;;;;;;;;2029,82165527344;2448,1506897151858;-418,32903444174576
;;;;;;;;;;;;;;;;;2621,20263671875;2550,395036333838;70,8076003849119
;;;;;;;;;;;;;;;;;2358,2099609375;2827,6744494378954;-469,4644885003954
;;;;;;;;;;;;;;;;;2840,0;2593,423240894118;246,57675910588205
;;;;;;;;;;;;;;;;;2850,0;2720,988310807982;129,0116891920179
;;;;;;;;;;;;;;;;;2617,0390625;2367,617713207045;249,4213492929548
;;;;;;;;;;;;;;;;;0,0;258,9255115926653;-258,9255115926653
;;;;;;;;;;;;;;;;;0,0;788,9088089406878;-788,9088089406878
;;;;;;;;;;;;;;;;;2085,11791992188;2777,0952273548037;-691,9773074329237
